1	0.937782	0.880175	0.000148028	0.0492419	-479.248	0.111263
2	0.94631	0.899235	0.00435153	0.170421	-936.726	0.111263
3	0.947399	0.899541	0.00950036	-0.259596	-936.726	0.111263
4	0.935766	0.876824	0.000209102	-0.179013	-969.361	0.111263
5	0.936028	0.875092	0.000151432	0.0638051	-969.361	0.111263
6	0.94871	0.901898	0.000948031	0.0133295	-1024.45	0.111263
7	0.942359	0.888619	2.58759e-06	0.26183	-1272.8	0.111263
8	0.925565	0.854944	0.000943144	-0.0473234	-1314.57	0.111263
9	0.940464	0.887764	0.00341046	0.258923	-1314.57	0.111263
10	0.940988	0.886896	0.00156054	0.104817	-1314.57	0.111263
11	0.941573	0.888196	7.20017e-05	-0.147642	-1554.99	0.111263
12	0.936714	0.879996	0.00414229	0.197146	-1554.99	0.111263
13	0.941794	0.88762	0.00244216	0.105372	-1800.62	0.111263
14	0.940948	0.887175	0.00611724	-0.0554527	-1800.62	0.111263
15	0.937843	0.878471	0.00302564	-0.145521	-1800.62	0.111263
16	0.939819	0.884498	0.000572893	-0.0681884	-1800.62	0.111263
17	0.937359	0.880279	3.61134e-05	-0.086043	-1938.63	0.111263
18	0.931331	0.867598	0.00103647	0.262538	-2126.18	0.111263
19	0.935867	0.878547	0.00133118	-0.043947	-2126.18	0.111263
20	0.941028	0.889969	0.00152209	0.260142	-2126.18	0.111263
21	0.944939	0.894723	0.00234059	0.118693	-2126.18	0.111263
22	0.942238	0.891021	0.0016641	-0.0287226	-2126.18	0.111263
23	0.937742	0.878974	0.00640739	0.045855	-2126.18	0.111263
24	0.938488	0.882659	0.00892029	-0.153582	-2126.18	0.111263
25	0.934657	0.872105	0.000105487	-0.117847	-2126.18	0.111263
26	0.944899	0.894984	0.0038415	-0.0764199	-2126.18	0.111263
27	0.928931	0.861035	0.000316437	0.247029	-2126.18	0.111263
28	0.931935	0.869307	0.00031954	-0.0137939	-2126.18	0.111263
29	0.943589	0.892209	0.00167695	0.143616	-2126.18	0.111263
30	0.939819	0.886491	0.000412782	0.0802002	-2228.4	0.111263
31	0.943589	0.89175	0.000124104	0.109212	-2228.4	0.111263
32	0.929415	0.864561	0.000846012	0.236431	-2228.4	0.111263
33	0.942258	0.887431	0.010168	0.141481	-2228.4	0.111263
34	0.953891	0.913734	0.00811892	0.0721896	-2298.08	0.111263
35	0.945464	0.896883	0.00239745	0.188596	-2298.08	0.111263
36	0.948044	0.900688	0.00117152	0.0381768	-2298.08	0.111263
37	0.941048	0.885101	0.000904798	-0.0721738	-2298.08	0.111263
38	0.933286	0.871404	0.000439383	-0.0929486	-2298.08	0.111263
39	0.942863	0.89197	0.00373799	0.271123	-2298.08	0.111263
40	0.933246	0.869483	0.0012316	0.00582194	-2359.23	0.111263
41	0.936472	0.87776	0.00805809	0.0813586	-2359.23	0.111263
42	0.942298	0.88812	3.76094e-05	0.0301565	-2359.23	0.111263
43	0.942964	0.888129	0.0010208	-0.523688	-2359.23	0.111263
44	0.940343	0.886316	0.00455336	0.25522	-2359.23	0.111263
45	0.934536	0.874399	0.00600758	0.0394863	-2359.23	0.111263
46	0.938306	0.881736	0.00154076	0.0489077	-2424.13	0.111263
47	0.941633	0.885902	0.00470253	-0.102883	-2424.13	0.111263
48	0.943649	0.891885	0.00165976	0.149791	-2424.13	0.111263
49	0.938488	0.883054	0.00184971	0.254373	-2424.13	0.111263
50	0.944899	0.896127	0.007707	0.035734	-2424.13	0.111263
51	0.941048	0.887081	0.0012838	0.0621301	-2424.13	0.111263
52	0.946734	0.898691	0.001934	-0.373584	-2643.87	0.111263
53	0.944355	0.892483	0.00094487	-0.271666	-2643.87	0.111263
54	0.932641	0.872744	0.00369442	0.21901	-2643.87	0.111263
55	0.937863	0.879307	0.00304585	-0.0623227	-2643.87	0.111263
56	0.943085	0.892281	0.00237998	0.046294	-2643.87	0.111263
57	0.94875	0.903734	0.00198985	-0.081788	-2643.87	0.111263
58	0.941694	0.89031	0.00439902	0.249822	-2643.87	0.111263
59	0.943629	0.891417	0.00760104	-0.140051	-2643.87	0.111263
60	0.927641	0.860657	0.00583401	0.0168927	-2643.87	0.111263
61	0.940464	0.885983	0.000516338	-0.235403	-2643.87	0.111263
62	0.949456	0.903396	0.0052971	0.131602	-2643.87	0.111263
63	0.92631	0.859051	0.00317215	-0.090117	-2643.87	0.111263
64	0.939758	0.884804	0.00527792	0.177546	-2643.87	0.111263
65	0.928931	0.860504	0.00249288	-0.304191	-2643.87	0.111263
66	0.935282	0.877683	0.00862127	0.0890684	-2643.87	0.111263
67	0.942339	0.888381	0.00385494	-0.264905	-2643.87	0.111263
68	0.949254	0.904732	0.00121979	-0.116216	-2643.87	0.111263
69	0.938488	0.880733	0.00795521	0.297656	-2643.87	0.111263
70	0.933871	0.876802	0.0070524	0.274153	-2643.87	0.111263
71	0.941694	0.886559	0.0103806	0.114195	-2643.87	0.111263
72	0.938367	0.879208	0.00279935	-0.0636188	-2643.87	0.111263
73	0.935242	0.875304	0.00308278	0.161713	-2643.87	0.111263
74	0.942359	0.888569	0.000820776	0.0354317	-2643.87	0.111263
75	0.941573	0.888147	0.00625264	0.260162	-2643.87	0.111263
76	0.941149	0.890094	0.0144985	0.258508	-2643.87	0.111263
77	0.943004	0.891385	0.00880139	0.101455	-2643.87	0.111263
78	0.942399	0.89022	0.000412579	0.167886	-2643.87	0.111263
79	0.932621	0.87242	0.00737133	-0.216713	-2643.87	0.111263
80	0.940403	0.88561	0.00303729	0.200032	-2643.87	0.111263
81	0.928125	0.860702	0.00674402	0.166716	-2643.87	0.111263
82	0.933306	0.871511	0.00187326	-0.150069	-2643.87	0.111263
83	0.936633	0.87771	0.00460963	0.0142195	-2643.87	0.111263
84	0.935282	0.877099	0.00315806	-0.0838172	-2643.87	0.111263
85	0.939738	0.882785	0.0069308	0.110677	-2643.87	0.111263
86	0.932742	0.868781	0.000290056	0.0711773	-2643.87	0.111263
87	0.933952	0.874148	0.00119904	0.0361364	-2643.87	0.111263
88	0.937117	0.879388	0.00342484	0.128302	-2643.87	0.111263
89	0.939698	0.884944	0.0041795	0.174165	-2643.87	0.111263
90	0.946149	0.900454	0.00358247	-0.137346	-2643.87	0.111263
91	0.933387	0.871381	0.000708827	-0.175169	-2643.87	0.111263
92	0.943548	0.888776	0.00801796	-0.0136475	-2643.87	0.111263
93	0.932681	0.871583	0.000456296	-0.125978	-2643.87	0.111263
94	0.939617	0.885358	0.000733294	-0.0430443	-2947.52	0.111263
95	0.943649	0.888992	0.000245385	0.248913	-2947.52	0.111263
96	0.944274	0.894345	0.000344825	-0.00241972	-2947.52	0.111263
97	0.940383	0.886941	0.00876487	-0.0531678	-2947.52	0.111263
98	0.937077	0.878808	0.0130708	0.139609	-2947.52	0.111263
99	0.944254	0.892776	0.00555457	0.031058	-2947.52	0.111263
100	0.932097	0.868754	0.00229099	-0.0588525	-2947.52	0.111263
