1382	1
55872	1
8507	1
6662	1
6495	1
2118	1
2305	1
2274	1
3217	1
4085	1
149420	1
2444	1
10635	1
58477	1
79077	1
7022	1
3775	1
8438	1
3665	1
1871	1
27101	1
27095	1
6285	1
9670	1
84894	1
8535	1
5710	1
6282	1
581	1
5888	1
80279	1
3251	1
9641	1
55093	1
165	1
10553	1
9961	1
860	1
3198	1
51499	1
79090	1
27173	1
9810	1
7157	1
5774	1
7443	1
10063	1
5932	1
10467	1
11260	1
3661	1
6598	1
1877	1
865	1
5889	1
10919	1
6455	1
3213	1
4862	1
333926	1
25833	1
6929	1
9984	1
1628	1
8985	1
9139	1
29986	1
7329	1
9321	1
9354	1
1045	1
8517	1
200081	1
9726	1
3172	1
23552	1
3148	1
54476	1
11329	1
10913	1
4776	1
8555	1
3737	1
7415	1
7849	1
1053	1
3175	1
85458	1
2972	1
2670	1
4153	1
1387	1
9440	1
8556	1
23558	1
64112	1
329	1
64343	1
7124	1
7707	1
5728	1
57621	1
9318	1
902	1
28986	1
5925	1
11140	1
148022	1
3603	1
54796	1
862	1
26037	1
3738	1
10910	1
7881	1
84441	1
57506	1
7461	1
7799	1
10210	1
4204	1
4216	1
25793	1
6938	1
5236	1
5813	1
118	1
1718	1
80204	1
51621	1
6868	1
5903	1
929	1
84056	1
9397	1
23031	1
30008	1
9320	1
8503	1
203	1
3772	1
23122	1
5290	1
7098	1
25925	1
5055	1
4774	1
10982	1
1655	1
8493	1
9020	1
79026	1
2070	1
4005	1
1604	1
2289	1
122953	1
2308	1
6362	1
10370	1
3398	1
8850	1
493861	1
57088	1
5325	1
3131	1
1879	1
2113	1
284119	1
4332	1
1602	1
6283	1
11170	1
177	1
55240	2
55816	2
2705	2
6535	2
53335	2
1946	2
2048	2
9019	2
23426	2
55540	2
23624	2
5881	2
384	2
60561	2
8878	2
952	2
3308	2
4350	2
8887	2
5700	2
9326	2
1606	2
5025	2
5707	2
51102	2
8815	2
10293	2
2010	2
6549	2
89885	2
64324	2
29959	2
9722	2
8856	2
55697	2
5719	2
9146	2
57731	2
6927	2
10906	2
6714	2
25970	2
5798	2
8844	2
116443	2
2904	2
2893	2
7316	2
383	2
246330	2
10758	2
7189	2
11122	2
6546	2
4915	2
665	2
51024	2
859	2
4897	2
8737	2
958	2
140628	2
57158	2
