4321	1
2706	1
7153	1
6447	1
2810	1
9833	1
10551	1
222643	1
5099	1
2191	1
64151	1
6662	1
6790	1
2146	1
2274	1
3866	1
79801	1
1803	1
23601	1
4171	1
6423	1
890	1
10606	1
3853	1
5050	1
51053	1
7083	1
3217	1
638	1
4085	1
6659	1
79152	1
990	1
113130	1
3959	1
55568	1
3171	1
50512	1
608	1
2705	1
362	1
4582	1
871	1
2017	1
8038	1
6535	1
1111	1
79184	1
53335	1
92421	1
8495	1
6472	1
6664	1
11339	1
7941	1
124220	1
10765	1
2049	1
908	1
4486	1
4745	1
2590	1
3206	1
81620	1
4485	1
10926	1
3315	1
83990	1
5480	1
10130	1
973	1
3065	1
3706	1
376267	1
56937	1
2617	1
7022	1
3775	1
10804	1
11313	1
3159	1
3939	1
2058	1
54830	1
7965	1
6185	1
50507	1
1789	1
8416	1
79695	1
26003	1
79690	1
8805	1
11200	1
54209	1
9019	1
2882	1
5523	1
10076	1
54474	1
8165	1
10733	1
55388	1
1871	1
5454	1
8668	1
3887	1
930	1
7421	1
11123	1
57510	1
6531	1
57763	1
55540	1
54843	1
27095	1
8914	1
5047	1
3150	1
9670	1
3559	1
9569	1
27352	1
5877	1
5987	1
23193	1
2539	1
5479	1
1786	1
1380	1
81930	1
1031	1
2886	1
4061	1
5710	1
4172	1
7857	1
10922	1
8379	1
4832	1
3376	1
2873	1
23421	1
11315	1
6611	1
4331	1
127933	1
22824	1
56479	1
5531	1
2968	1
93974	1
51678	1
1952	1
10280	1
54962	1
5557	1
27044	1
57646	1
7429	1
124790	1
4488	1
55722	1
6745	1
55964	1
3308	1
5083	1
3182	1
27165	1
4350	1
1852	1
1749	1
165	1
672	1
9026	1
6597	1
10553	1
3615	1
90410	1
10131	1
5931	1
117145	1
4841	1
5700	1
4174	1
1743	1
60496	1
8726	1
55258	1
995	1
1022	1
9326	1
51545	1
8607	1
1606	1
27132	1
440193	1
3212	1
51651	1
860	1
83715	1
3198	1
22948	1
4647	1
51499	1
4176	1
8662	1
7464	1
545	1
84816	1
3229	1
10811	1
51451	1
64949	1
79090	1
7137	1
5025	1
79837	1
1477	1
54900	1
54855	1
26762	1
5296	1
5079	1
26233	1
9521	1
57649	1
8326	1
7157	1
9937	1
5092	1
57326	1
27240	1
55749	1
3313	1
8841	1
7011	1
6464	1
4175	1
6782	1
8464	1
1876	1
23381	1
7755	1
5774	1
7727	1
5589	1
6873	1
7443	1
23468	1
10042	1
1869	1
51102	1
55806	1
51043	1
708	1
116113	1
375790	1
8473	1
4100	1
11018	1
5917	1
5704	1
55607	1
5706	1
3014	1
54929	1
84168	1
3609	1
7001	1
3925	1
92359	1
51388	1
4188	1
10467	1
10009	1
