ENTREZ_id,logFC,AveExpr,t,P.Value,adj.P.Val,B
51604,0.370792167,8.3683195,5.117449663,1.19E-06,7.23E-06,4.734812009
55791,0.370764833,7.59225825,2.675752188,0.008494506,0.019977565,-3.644537315
9551 /// 101929716,0.370626667,11.68171,5.370039937,3.89E-07,2.63E-06,5.813502083
23269,0.3705,6.202240167,2.413966422,0.017286061,0.036843812,-4.27766944
192134,0.370396917,6.067004458,4.105724505,7.38E-05,0.000299467,0.772121736
874,0.370331167,8.128984083,3.264839589,0.001426387,0.004205919,-2.012840219
51478,0.370233333,8.867458167,4.725088407,6.29E-06,3.28E-05,3.126551237
90673,0.3701875,6.84199375,4.002463912,0.000108763,0.00042501,0.403389741
51326 /// 100294341 /// 100506084,0.370165667,5.45337,4.47642768,1.74E-05,8.18E-05,2.152872459
51150,0.370138,10.3857635,5.951451092,2.69E-08,2.31E-07,8.41246369
55500,0.369933083,7.059810625,2.682238811,0.008340794,0.01966468,-3.628111688
4358,0.369860333,8.7690335,5.854290502,4.24E-08,3.49E-07,7.967630003
2671,0.369760167,7.00827025,8.392946286,1.07E-13,2.69E-12,20.60735618
4350,0.369687667,8.5480765,5.901417309,3.40E-08,2.85E-07,8.182891654
6646,0.3696405,8.987810917,2.912807043,0.004270624,0.011000351,-3.02159374
283208,0.369540167,5.786183,8.413337652,9.58E-14,2.45E-12,20.7151682
55093,0.369539833,8.48351775,5.186112064,8.79E-07,5.50E-06,5.024804145
79944,0.369354,6.222929,5.559794282,1.65E-07,1.21E-06,6.644644693
50814,0.369271167,7.433921083,5.854570498,4.23E-08,3.49E-07,7.968906132
1852,0.369243667,5.277987667,5.106256351,1.25E-06,7.55E-06,4.687771523
55351,0.369221167,6.398988083,2.941822758,0.003914735,0.010200129,-2.942181473
11156,0.369208167,8.028942583,2.875740529,0.004768442,0.012093283,-3.122045722
100272147,0.36890975,8.793163792,5.43680801,2.89E-07,2.00E-06,6.103975449
26039,0.3688775,8.103869583,3.48462581,0.000688163,0.002208641,-1.334368482
114801,0.368827667,7.818882333,2.351309292,0.020332282,0.042436989,-4.420469471
79701,0.36873,8.109929167,5.487933824,2.29E-07,1.63E-06,6.32785818
8574,0.368683833,9.703864583,4.755929112,5.53E-06,2.92E-05,3.249847346
60343,0.3686405,8.083579333,6.006180507,2.07E-08,1.82E-07,8.664780164
80312,0.368567,5.0008675,3.900205614,0.000158729,0.00059866,0.045324102
283104,0.368562417,5.195888625,6.805251237,4.18E-10,5.12E-09,12.47890187
58495,0.368538667,6.065246333,5.300287847,5.31E-07,3.47E-06,5.512393355
2863,0.368506667,6.913821167,3.02330793,0.00305603,0.008206049,-2.715537987
254359,0.368400667,7.722954667,5.130580682,1.12E-06,6.86E-06,4.790079777
1749,0.368148833,5.192580083,5.651895176,1.08E-07,8.29E-07,7.054186307
57380,0.367966833,7.19091125,4.082077923,8.07E-05,0.000324677,0.687055119
283638,0.3678795,8.727326083,4.285318889,3.70E-05,0.000161688,1.430132066
4090,0.367587167,8.220890083,3.561780881,0.000528653,0.001744818,-1.087628454
60488,0.367490333,9.616232667,4.872519778,3.39E-06,1.87E-05,3.72085793
348995,0.36742125,6.723958958,7.470464219,1.40E-11,2.35E-10,15.81139292
84458,0.367232,8.517024667,4.033423646,9.69E-05,0.000382868,0.51319518
728855,0.367164333,10.04032233,3.749489686,0.000273754,0.000978191,-0.469264048
79723,0.367140083,5.460240875,6.207987051,7.90E-09,7.50E-08,9.605661097
80765,0.367132333,6.840612667,4.916710153,2.81E-06,1.57E-05,3.901376221
3537 /// 28823 /// 100290481,0.3669925,6.331412417,3.113436927,0.002310905,0.006426066,-2.458679661
11232,0.366868667,6.942141,5.17729112,9.14E-07,5.70E-06,4.987412037
84847,0.3668245,4.05033575,4.725391067,6.28E-06,3.28E-05,3.127758555
55131,0.366798167,8.023902583,4.572374545,1.18E-05,5.77E-05,2.524204495
78996,0.366736,8.405354,5.56108958,1.64E-07,1.20E-06,6.650377152
165,0.366664333,10.60083,2.501163412,0.013722317,0.030335513,-4.073285204
672,0.366643667,6.509841,4.911823966,2.87E-06,1.60E-05,3.881362817
51004,0.366600167,7.745341083,7.160756202,6.91E-11,1.01E-09,14.24443911
79005 /// 100534012,0.3665495,9.60152025,6.356813127,3.84E-09,3.92E-08,10.30968637
84948,0.366443,7.731772667,7.639502278,5.80E-12,1.04E-10,16.6767911
80745,0.366333,8.07567,6.3058135,4.92E-09,4.88E-08,10.0674907
340277,0.366264333,7.7328305,3.683844459,0.000345511,0.001198367,-0.688396599
163486,0.3661255,5.856928667,2.532759375,0.01260301,0.028179996,-3.997613444
55219,0.36574425,7.718008958,5.316589921,4.94E-07,3.26E-06,5.582549831
10269,0.365570333,10.37641983,5.022914228,1.79E-06,1.04E-05,4.339611851
79641,0.365499333,8.547173667,4.086534141,7.93E-05,0.000319725,0.703057657
25894,0.3654885,7.26814275,3.600517539,0.000462402,0.001550381,-0.96210306
5591,0.365299833,8.055627917,2.535162769,0.012521315,0.028020236,-3.991822422
7184,0.365224083,8.242837458,3.846651861,0.00019297,0.000715469,-0.139337188
10083,0.365147,5.663252833,2.524314534,0.012893868,0.028721741,-4.017922313
101928649,0.3649875,5.8652055,4.461989509,1.84E-05,8.61E-05,2.097478363
5747,0.364821667,7.416705833,3.980833897,0.000117882,0.000457862,0.327057581
25789,0.364812,6.7088155,5.591536913,1.43E-07,1.06E-06,6.785350102
9175,0.364729833,7.01064675,3.638523733,0.000405082,0.001380067,-0.837884546
9026,0.364656,8.030569833,3.938147116,0.000138062,0.000528273,0.17734738
116844,0.364450833,8.00855075,2.39569013,0.018129766,0.038410105,-4.319674982
79820,0.36408675,4.306536625,3.292013602,0.00130583,0.003898778,-1.930941411
51021,0.36408475,8.515554542,5.184201295,8.87E-07,5.55E-06,5.016700952
119559,0.363880083,7.213240208,7.830529676,2.13E-12,4.18E-11,17.66262817
400,0.363666167,9.36671775,4.335762855,3.03E-05,0.000135417,1.618680896
7328,0.363634833,7.510921167,5.167962887,9.52E-07,5.91E-06,4.947913374
79080,0.363615167,8.03600125,4.38547292,2.49E-05,0.000113576,1.806055374
79006,0.363526833,8.042920083,4.262273905,4.04E-05,0.000175151,1.344533108
31,0.363488833,8.1799155,4.59905785,1.06E-05,5.24E-05,2.628458085
5439,0.3632095,10.52321792,5.907267965,3.31E-08,2.79E-07,8.209681853
93664,0.363203833,9.596046417,3.950409258,0.000131951,0.000507819,0.220225959
10723,0.363052167,10.30275008,3.603895349,0.000457013,0.001535706,-0.951105518
56180,0.363005917,7.587953042,4.327285938,3.14E-05,0.000139688,1.586883417
3292,0.36297925,6.689695208,6.13664767,1.11E-08,1.03E-07,9.271203397
2582,0.3629465,7.14483475,5.448551416,2.74E-07,1.91E-06,6.155289167
84934,0.362928833,7.509342417,6.600721736,1.16E-09,1.31E-08,11.48100417
337876,0.362787667,6.334378667,2.824909619,0.005537723,0.013791673,-3.25797613
6597,0.3627265,8.57574575,3.382042083,0.000971037,0.002998633,-1.655580825
64428,0.362690167,7.696708583,6.294481137,5.20E-09,5.14E-08,10.01380562
27338,0.362652167,8.586015083,2.826853939,0.005506326,0.01372285,-3.252815648
114088,0.362632167,4.410678667,3.352840644,0.001069625,0.003262864,-1.745570818
54700,0.3624925,8.361232917,3.113707776,0.002308944,0.006422247,-2.45789808
286077,0.362456667,6.747259917,5.468390079,2.50E-07,1.76E-06,6.24212678
150051,0.3623585,4.96737825,5.424621181,3.05E-07,2.10E-06,6.050794742
4986,0.3621275,4.5027315,4.68798261,7.34E-06,3.78E-05,2.978937395
126306,0.361748,5.847256,4.866539602,3.48E-06,1.91E-05,3.696512338
727936,0.361587417,7.450348208,2.94773639,0.003845634,0.010039211,-2.925913068
122704,0.361575333,7.694685167,4.039551311,9.47E-05,0.000374983,0.535004585
54930 /// 100616424,0.361516167,9.418179917,4.407857073,2.28E-05,0.000104735,1.890933116
5544,0.361400667,7.153617,2.395766797,0.018126152,0.038406167,-4.319499379
163786,0.361399833,5.395481417,4.070251375,8.44E-05,0.000337326,0.64464926
6883,0.361344167,8.12276725,2.877945826,0.004737397,0.012027096,-3.116100567
6728,0.361326167,10.14824458,6.041926793,1.75E-08,1.56E-07,8.830246673
26986 /// 51132,0.361135,12.1504575,6.297636762,5.12E-09,5.07E-08,10.02874999
27351,0.360915333,8.206410583,5.106827079,1.24E-06,7.54E-06,4.690168443
80341,0.360676,6.498784833,2.920305343,0.004175913,0.010790692,-3.001137214
10553,0.360522333,7.894422583,3.958430481,0.000128093,0.00049454,0.248330228
79605,0.360515833,6.45956825,2.779390754,0.00632114,0.015464634,-3.37789983
55803,0.36048375,8.458368375,3.458400702,0.000752001,0.002391428,-1.417233193
79902,0.3604685,8.731085417,5.346943541,4.32E-07,2.88E-06,5.713530957
80179,0.360281167,6.748561583,5.653951001,1.07E-07,8.22E-07,7.063372402
23268,0.360223,8.6202785,4.216563394,4.83E-05,0.000205535,1.175751946
10434,0.36016025,9.871661458,3.147392206,0.002076827,0.005839726,-2.360246407
140823,0.360115,9.737668,4.345018128,2.93E-05,0.000131138,1.653449745
3615,0.360096667,10.87437,5.409368064,3.26E-07,2.24E-06,5.984335061
119548,0.360049833,4.290477083,2.546592534,0.012139258,0.027251674,-3.964214716
57017,0.36000475,7.841506042,5.566862323,1.60E-07,1.17E-06,6.675934488
54854,0.359715667,7.003734667,3.848144835,0.000191926,0.000712084,-0.134216106
10227,0.359695167,8.729257583,4.745309522,5.78E-06,3.03E-05,3.207330133
9118,0.359492667,6.255471833,5.104927788,1.25E-06,7.58E-06,4.682192552
57592,0.359279667,7.191966167,5.166769716,9.57E-07,5.94E-06,4.942864369
122616,0.359163,7.0077605,5.8752939,3.84E-08,3.19E-07,8.063450092
91703,0.35873175,5.658444125,6.826669206,3.76E-10,4.65E-09,12.5841843
3704,0.358683667,9.763211,5.865741691,4.02E-08,3.32E-07,8.019848261
79736,0.35863725,7.283669542,4.501312136,1.57E-05,7.47E-05,2.248644098
90410,0.358232833,10.02555325,7.098324154,9.51E-11,1.34E-09,13.93169989
10131,0.357923667,6.428869667,7.833551448,2.10E-12,4.12E-11,17.67828624
7988,0.357814,8.1705035,6.501048359,1.90E-09,2.06E-08,10.99980078
9961,0.3578045,10.58059242,3.659172949,0.000376826,0.001294688,-0.769957434
100507475,0.3576795,5.73970725,5.141113208,1.07E-06,6.58E-06,4.834475957
81931,0.35759825,5.487572125,6.561806213,1.41E-09,1.56E-08,11.29271878
154664,0.3575235,3.77136475,3.639887652,0.000403155,0.001374359,-0.833407318
11047,0.35749,9.589687833,5.016937551,1.83E-06,1.07E-05,4.314787224
84708,0.357454583,6.499564708,3.548158817,0.000554008,0.001819173,-1.131509866
10226,0.357448167,9.511024417,4.75299849,5.60E-06,2.95E-05,3.238107661
8847 /// 79469 /// 406948,0.357274333,5.074031333,3.104725812,0.002374781,0.006579439,-2.48378619
5931,0.357039667,10.7374815,6.718271576,6.47E-10,7.65E-09,12.05285077
60558,0.356990167,6.038194917,4.319124274,3.24E-05,0.000143677,1.556311342
8309,0.356972833,8.235913583,3.383932677,0.000964957,0.002981962,-1.649732372
113000,0.3569025,7.663959083,8.235462252,2.48E-13,5.86E-12,19.77701445
83858,0.356843833,8.44424475,5.302031994,5.27E-07,3.45E-06,5.519892984
64745,0.356566167,8.88602475,4.258340324,4.11E-05,0.000177512,1.329956013
55161,0.356536333,8.110611,3.196726628,0.001775733,0.005087908,-2.215621734
55005,0.356359667,7.000095167,3.160371968,0.001993317,0.005628054,-2.322380309
84061,0.356180167,9.525143083,3.357832016,0.001052135,0.003213241,-1.730234651
3421,0.3558585,9.149023833,6.064085337,1.57E-08,1.42E-07,8.933078353
56731,0.355805167,7.173112333,4.746863849,5.75E-06,3.02E-05,3.213549076
6120,0.355659667,7.523741333,3.020095559,0.003086291,0.008281207,-2.724573713
2639,0.355656833,7.712958833,6.431134389,2.67E-09,2.82E-08,10.6643506
23155,0.355549667,7.465733833,4.798852583,4.63E-06,2.48E-05,3.42235617
8887,0.355355,11.2099425,5.464854671,2.54E-07,1.79E-06,6.226637764
117145,0.355320667,7.384489333,4.763176185,5.37E-06,2.84E-05,3.27889932
4841,0.355130833,9.67322925,2.895822184,0.004492497,0.0115001,-3.067762259
3728,0.354982167,9.81622675,4.415933281,2.21E-05,0.000101876,1.921633433
92689,0.354934667,8.423944,4.673969037,7.77E-06,3.99E-05,2.923397233
3460,0.354885,11.04297083,6.359449272,3.79E-09,3.87E-08,10.32223158
57475,0.354794583,5.562083375,2.93155349,0.00403745,0.010482422,-2.970365072
79078,0.354763,7.818049833,5.365927686,3.97E-07,2.67E-06,5.795683214
55367,0.354628583,6.886382875,3.788531169,0.000238042,0.000863702,-0.337489797
55200,0.354624833,6.390349083,4.992383284,2.04E-06,1.17E-05,4.213001429
124808,0.354475667,7.904245667,5.47732606,2.40E-07,1.70E-06,6.281303036
136051,0.354452667,6.382448167,5.279093959,5.84E-07,3.79E-06,5.421384286
5700,0.354281667,11.2564575,6.443678088,2.51E-09,2.67E-08,10.72440731
339,0.354089333,4.699366167,2.628553198,0.009692419,0.022397596,-3.762991816
27087,0.3540715,6.32768275,4.557407255,1.25E-05,6.11E-05,2.46591261
5716,0.354067833,9.6376965,2.857244769,0.005036247,0.012691552,-3.171751256
3880,0.354038417,8.283994542,4.034494848,9.65E-05,0.00038154,0.517005959
154141,0.354017333,7.767088333,3.630881099,0.000416039,0.001413655,-0.862947551
23607,0.353613167,7.422591083,6.88624673,2.79E-10,3.54E-09,12.87780053
143879,0.353558833,6.598596417,4.13510528,6.60E-05,0.000270835,0.878331228
91966,0.353501833,9.043183417,4.139458908,6.49E-05,0.000266979,0.894117615
8214 /// 85359,0.353492333,9.596377833,4.71067983,6.68E-06,3.46E-05,3.069136303
51631,0.35345325,8.240657792,5.948138013,2.73E-08,2.34E-07,8.397229596
9834,0.353434833,6.009643167,3.708268746,0.000316948,0.001112191,-0.607223639
2020,0.353104333,4.583261833,4.985747934,2.10E-06,1.20E-05,4.185551694
4913,0.353005333,7.971200667,3.672305884,0.000359837,0.001242168,-0.726596026
51506,0.352815,11.15029583,5.876030008,3.83E-08,3.18E-07,8.066811742
55922,0.352708833,8.198707417,5.772648622,6.21E-08,4.95E-07,7.596984868
51287,0.352694333,9.073114833,6.976460541,1.77E-10,2.35E-09,13.32447657
2976,0.352635,9.55292,7.334468471,2.83E-11,4.48E-10,15.12024029
81555,0.3525145,9.192523167,3.737108313,0.000286103,0.001017995,-0.510829195
11257,0.352435667,7.9367605,3.587257192,0.000484144,0.001614233,-1.005196124
23169,0.352156,6.786372167,3.031890684,0.002976519,0.008015169,-2.691356092
9762,0.352141833,9.04695825,3.693039478,0.000334483,0.001166239,-0.657887435
4174,0.352059583,8.103940458,3.935934331,0.000139193,0.000532322,0.169620587
8711,0.351932917,7.476762542,5.909249925,3.28E-08,2.76E-07,8.218760561
100507535,0.3518295,7.08456975,4.266931188,3.97E-05,0.00017228,1.361804903
55203,0.351807167,6.826515917,7.693861697,4.37E-12,8.04E-11,16.95650209
8663 /// 728689,0.351478333,11.7652575,4.427086786,2.11E-05,9.79E-05,1.964097985
1743,0.351463,9.111621667,4.158410474,6.04E-05,0.00025065,0.962981382
101928820,0.351436167,4.387104417,6.21532154,7.63E-09,7.27E-08,9.640159513
57657,0.3514085,6.640480083,6.408147973,2.99E-09,3.13E-08,10.55444358
79947,0.351407583,7.779820042,8.118593747,4.63E-13,1.04E-11,19.16358786
284756,0.351323167,3.794380917,3.299739456,0.001273333,0.003812159,-1.907553369
102723721,0.351268667,5.929850833,3.980951845,0.00011783,0.000457742,0.327472962
3163,0.35126025,8.413288042,5.480496936,2.37E-07,1.68E-06,6.295213679
83605,0.351145333,8.796054667,5.214731619,7.75E-07,4.91E-06,5.146399267
11061,0.3510135,5.253528083,2.70281347,0.007869767,0.018697212,-3.575778815
2936,0.351003333,7.937701,3.658658304,0.000377507,0.00129662,-0.771654129
84933,0.350994333,6.694334167,4.006168646,0.000107271,0.000419552,0.416495412
92002,0.350919833,8.67593175,6.365942937,3.68E-09,3.78E-08,10.35314534
60496,0.350915333,7.803587167,3.231757913,0.001587168,0.004620185,-2.111776994
650655,0.350838667,4.549859167,3.527306414,0.000595054,0.001940555,-1.198418905
138065,0.350763333,5.601628333,2.59837143,0.010536299,0.024078096,-3.837753988
10793,0.350757167,5.52656275,3.150688069,0.00205532,0.005785198,-2.350643819
3225,0.350704667,5.210251833,3.103634308,0.002382899,0.00659525,-2.486927823
440354 /// 552900 /// 595101,0.350576,9.249832667,4.452245729,1.91E-05,8.92E-05,2.060167196
84823,0.350559167,7.358256583,3.94652963,0.000133856,0.000513848,0.206648484
8726,0.350524,6.574834833,3.887962986,0.000166004,0.00062427,0.002934996
90701,0.350217833,7.9330115,3.760766786,0.000262948,0.000945601,-0.431311613
91442,0.350204167,6.008958583,6.956680791,1.95E-10,2.56E-09,13.22633043
127833,0.349948,7.130894667,4.581463462,1.14E-05,5.59E-05,2.559667818
64746,0.349856417,8.881233375,4.575505169,1.16E-05,5.71E-05,2.536414051
51239,0.349718,7.195023,4.91274534,2.86E-06,1.60E-05,3.885135679
51654,0.349596667,8.294452667,5.15683168,9.99E-07,6.18E-06,4.900839484
79368,0.3495535,5.229364417,4.700798371,6.96E-06,3.60E-05,3.0298305
26090,0.349498167,8.748961083,5.513913808,2.04E-07,1.46E-06,6.442105201
7268 /// 100527960,0.349495833,8.357458917,4.090912164,7.80E-05,0.000314939,0.718792218
284889,0.3493095,6.034749083,5.402962257,3.36E-07,2.30E-06,5.956457979
81853,0.349253833,10.49996583,3.58784302,0.000483164,0.001612192,-1.003295022
401022,0.3492305,6.076976917,2.80041005,0.005947615,0.014675523,-3.32273479
648987,0.349175167,6.522179417,6.031366548,1.84E-08,1.63E-07,8.781309777
64840,0.349095833,7.21252175,7.122096843,8.42E-11,1.20E-09,14.05065423
4853 /// 388677 /// 100996717 /// 100996763 /// 101929796,0.348955833,9.204971417,3.536695025,0.000576231,0.001886481,-1.168333253
10452,0.34885,8.7450425,5.778806199,6.03E-08,4.81E-07,7.624837972
5017,0.34882425,6.420025125,5.343276198,4.39E-07,2.92E-06,5.697681405
8460,0.348729333,7.870068333,3.606336835,0.000453154,0.001524145,-0.943151319
51252,0.3485345,6.795591917,3.735979019,0.000287255,0.001021597,-0.51461491
28989,0.348421,7.6807435,4.462323037,1.84E-05,8.60E-05,2.098756552
9991,0.348315667,7.072936667,2.499738963,0.013774811,0.030445408,-4.076676593
10675,0.348169417,6.418732375,4.057765358,8.84E-05,0.00035254,0.5999798
103,0.347345,11.68555917,5.493857007,2.23E-07,1.59E-06,6.353877111
100288152,0.347335667,6.654007,2.802280897,0.005915364,0.014609127,-3.31780709
23647,0.347120333,9.597239667,4.962992201,2.31E-06,1.31E-05,4.091595581
9857,0.3469325,8.351086917,2.804350746,0.00587987,0.014536234,-3.312351873
55258,0.346852667,6.346072667,5.389272858,3.57E-07,2.43E-06,5.89695106
64110,0.346684667,7.962487,6.037640278,1.79E-08,1.59E-07,8.810377185
1307,0.3466815,8.438279417,2.788753685,0.006152191,0.015117226,-3.353371923
22836,0.346664917,7.669618542,2.688029181,0.008205714,0.019377531,-3.613419353
6821,0.34655475,7.538472958,5.252090727,6.58E-07,4.22E-06,5.305757728
4191,0.34633925,9.585968375,4.742677751,5.85E-06,3.07E-05,3.196803443
23167,0.346302167,10.41587358,5.119300958,1.18E-06,7.17E-06,4.742598531
5129,0.346099667,7.829554667,4.622954592,9.58E-06,4.80E-05,2.722184005
64776,0.345875667,6.824586417,4.162743691,5.94E-05,0.000246997,0.978759888
23557,0.345809,10.19322267,5.174028765,9.27E-07,5.77E-06,4.973593074
57089,0.345698583,6.850951958,4.273760633,3.87E-05,0.000168129,1.387157359
113278,0.345232667,6.520306833,7.034556973,1.32E-10,1.79E-09,13.61341973
1058,0.344948333,6.553732333,5.840462551,4.52E-08,3.70E-07,7.90464883
221272,0.344826,4.568428167,5.985257622,2.29E-08,1.99E-07,8.568173642
100129461,0.344734167,5.77545075,6.833427203,3.63E-10,4.51E-09,12.61743402
3993,0.344072,7.262686,4.165384728,5.88E-05,0.000244932,0.988382691
8861,0.344061417,7.692611875,6.221405321,7.41E-09,7.07E-08,9.668790872
201255,0.343806167,7.248799083,5.070321762,1.46E-06,8.67E-06,4.537201989
220134,0.343796667,3.8869485,4.115871628,7.10E-05,0.000289509,0.808738575
995,0.343771,4.804367833,7.264587954,4.06E-11,6.20E-10,14.76695088
54974,0.343711167,7.190032583,5.062379542,1.51E-06,8.95E-06,4.504015788
134145,0.34369575,6.057553625,7.500279757,1.20E-11,2.03E-10,15.96353782
28511,0.343689583,8.282826208,7.268856822,3.97E-11,6.09E-10,14.78849557
83596,0.343657167,7.383858583,5.628720853,1.21E-07,9.12E-07,6.950769541
550,0.343627667,9.573062333,6.249310974,6.47E-09,6.25E-08,9.80030222
26519,0.343506833,9.527441833,4.271364525,3.90E-05,0.000169603,1.378259067
54965,0.3432755,6.55055425,3.39405541,0.000933006,0.002893854,-1.618372384
84231,0.343201667,7.799764,6.410925914,2.95E-09,3.09E-08,10.56771584
6293,0.343194333,9.867705167,5.157039871,9.98E-07,6.18E-06,4.901719333
64766,0.3431825,7.748341667,4.642869338,8.83E-06,4.46E-05,2.800550283
23080,0.342903167,5.853517583,5.790532239,5.71E-08,4.58E-07,7.677925512
23333,0.342893,5.349384167,4.046708227,9.22E-05,0.000366169,0.560509099
140465,0.342874167,8.845256917,4.10505573,7.39E-05,0.000300116,0.769710786
389203,0.342866333,9.080743333,4.456735817,1.88E-05,8.77E-05,2.077353531
1022,0.342606833,8.59923925,2.700182736,0.007928618,0.018814558,-3.582489986
64080,0.3425465,7.599412333,4.845684739,3.80E-06,2.07E-05,3.611767832
83694,0.3422445,5.977993417,4.731501712,6.13E-06,3.20E-05,3.152145432
4794,0.342222667,7.853494833,3.301261657,0.00126702,0.003794817,-1.90293991
9326,0.342176333,9.261026167,3.715208326,0.00030925,0.001089723,-0.584082594
1138,0.342067833,4.359253583,3.595349596,0.000470764,0.00157538,-0.9789129
7625,0.342010833,6.28663325,5.677102865,9.66E-08,7.46E-07,7.166955294
8892,0.341977167,8.83779875,4.364804262,2.71E-05,0.000122303,1.727959953
158,0.341947,9.721130583,5.048979349,1.60E-06,9.43E-06,4.448099972
51545,0.341736833,8.539351083,5.580733819,1.50E-07,1.11E-06,6.737410585
64762,0.34168,6.542898167,2.911545523,0.004286751,0.011034097,-3.025030882
5967,0.341255,6.360028667,3.180095748,0.001872372,0.005333372,-2.26458763
23612,0.341171,8.350898667,4.006588402,0.000107103,0.000419121,0.4179809
10124,0.341024167,9.934428583,3.757990847,0.00026557,0.000953619,-0.440662219
8607,0.341019833,8.581501583,4.308669797,3.37E-05,0.000148928,1.517212363
5267,0.340938833,6.185662583,3.159420148,0.001999333,0.005641319,-2.325161553
1875,0.3408755,7.352434083,2.376255158,0.019066829,0.040111841,-4.364025315
6357,0.34083275,6.800438792,3.130863913,0.002187872,0.006118157,-2.40827357
1101,0.340779667,5.604136,4.153427303,6.15E-05,0.00025489,0.944851383
5993,0.340736417,8.909398042,5.23283559,7.16E-07,4.56E-06,5.223534303
23065,0.340531833,7.22868875,5.004038426,1.94E-06,1.12E-05,4.261275305
10248,0.340343167,8.564416917,5.598008442,1.39E-07,1.04E-06,6.814093929
23139,0.340319167,6.83409125,7.561695075,8.71E-12,1.51E-10,16.27761066
23518,0.340302,6.620237583,6.533659673,1.62E-09,1.77E-08,11.15686234
1606,0.34018975,6.911543542,3.840521148,0.00019731,0.000729831,-0.16035002
124923,0.340159167,4.75952175,3.162979929,0.001976919,0.005588966,-2.314756153
27166,0.34014775,9.432583125,5.479231438,2.38E-07,1.69E-06,6.289661359
54995,0.3400935,7.913188417,4.048074675,9.17E-05,0.000364758,0.565382489
399473,0.3400445,7.406396583,7.044237445,1.25E-10,1.72E-09,13.66166199
6710,0.33993925,6.968502042,4.581815469,1.13E-05,5.59E-05,2.561042279
348235,0.339914083,8.578613958,3.509933595,0.000631421,0.002046647,-1.253918583
26507,0.339729167,5.895214583,5.028487403,1.74E-06,1.02E-05,4.362777829
79414,0.339625,6.503775333,4.080743592,8.11E-05,0.000326077,0.682266022
80772,0.339608667,8.285159167,4.770306786,5.21E-06,2.76E-05,3.307513755
8733,0.339457833,9.407464417,4.152556777,6.17E-05,0.000255449,0.941685864
27241,0.339269833,5.478288583,2.600357345,0.010478803,0.023981771,-3.83285843
27132,0.339266167,7.057674417,5.174538205,9.25E-07,5.77E-06,4.975750639
349667,0.339034333,4.8378945,3.835959267,0.0002006,0.000740498,-0.175968757
440193,0.338892333,6.164050667,4.098894186,7.57E-05,0.000306412,0.747512199
80063,0.33887275,7.011152458,4.377252755,2.58E-05,0.000117014,1.77496395
653238,0.3388725,5.54447125,2.405327897,0.017680405,0.037579379,-4.297560014
57678,0.338682917,6.411448375,2.684293394,0.008292635,0.019568007,-3.622901656
9554 /// 100996517 /// 102724364,0.338621,8.032973833,4.051281431,9.06E-05,0.000360717,0.576824187
3212,0.338435833,8.41424875,2.817102341,0.005665453,0.014071188,-3.278666394
93343,0.338374333,9.134100333,4.504027458,1.55E-05,7.39E-05,2.259117252
255104,0.338369583,7.286782292,5.619697347,1.26E-07,9.46E-07,6.91056825
215,0.3383695,7.543934417,4.513619854,1.49E-05,7.15E-05,2.29615153
57099,0.338362167,7.799376917,3.520376664,0.000609317,0.001982937,-1.220583552
6248 /// 84301,0.33825375,7.109289792,4.751010093,5.65E-06,2.97E-05,3.230145216
55168,0.338223083,8.468003958,5.886751928,3.64E-08,3.04E-07,8.115802707
81552,0.3382035,10.81445675,3.655454289,0.000381773,0.001310449,-0.782212918
114049,0.337996167,7.641887333,5.102654304,1.27E-06,7.65E-06,4.672647778
283987,0.337971667,6.772685417,4.53003111,1.40E-05,6.75E-05,2.359641352
1534,0.337970833,9.544875083,4.672012011,7.84E-06,4.02E-05,2.91565006
55299,0.3377785,7.50725625,3.504551512,0.000643106,0.002080515,-1.271067141
80142,0.337553667,8.219752833,6.173872529,9.31E-09,8.71E-08,9.445474835
10498,0.3375215,8.463167583,3.570273558,0.000513404,0.001698074,-1.060201836
55153,0.337498167,8.23594275,3.64306506,0.000398701,0.001360658,-0.822971886
51256,0.337482333,5.947118,6.170866469,9.45E-09,8.82E-08,9.431381502
283951,0.337395333,8.486574,5.724874599,7.74E-08,6.08E-07,7.38145483
149345,0.337368333,7.186753667,5.693198805,8.97E-08,6.96E-07,7.239112749
51651,0.337361167,9.072786917,4.153378025,6.15E-05,0.00025489,0.94467218
860,0.337062,6.071095583,6.718906646,6.45E-10,7.63E-09,12.05595264
6634,0.336916167,10.77881858,5.347285407,4.31E-07,2.88E-06,5.715008773
55726,0.336849167,8.648752917,4.033791771,9.67E-05,0.000382409,0.514504691
221002,0.336729583,6.010281375,3.257190479,0.001462151,0.004298629,-2.035791261
101927972,0.336672,4.045715833,4.655271014,8.39E-06,4.26E-05,2.849470078
57761,0.33654775,6.999690458,3.339771425,0.00111672,0.003387316,-1.785636915
29087,0.33646925,9.369838375,4.695541437,7.11E-06,3.67E-05,3.008942946
79854,0.336465833,4.954097583,4.222925336,4.71E-05,0.000201213,1.199162154
83715,0.336357167,6.31641525,4.656442817,8.35E-06,4.25E-05,2.854097063
5042,0.336348333,12.3939175,6.130052103,1.15E-08,1.06E-07,9.240382675
440590,0.336272,5.574947833,4.999430621,1.98E-06,1.14E-05,4.242181662
221935,0.335918917,6.283825625,2.981868847,0.003468251,0.009174449,-2.831463566
63894,0.335897917,7.764328042,5.379688781,3.73E-07,2.53E-06,5.855344352
25769,0.335819,4.899496083,5.827143624,4.81E-08,3.91E-07,7.844064236
