ENTREZ_id,logFC,AveExpr,t,P.Value,adj.P.Val,B
1300,4.028262667,7.404470667,16.86455773,1.72E-33,4.32E-30,65.57453635
1301,3.673170167,5.861699417,11.43764359,5.90E-21,7.05E-19,37.10066976
90161,3.390144333,6.290471167,12.24763951,6.81E-23,1.25E-20,41.50675315
6690,3.339113833,7.544748417,8.066689626,6.10E-13,1.33E-11,18.8919487
115908,3.193161,9.455979,14.10991351,2.81E-27,1.37E-24,51.47621984
4321,3.175402667,6.992932667,9.573185647,1.74E-16,7.66E-15,26.93511413
4312,3.042188167,6.793403417,7.670497596,4.94E-12,8.96E-11,16.83619811
1469,2.989628667,6.0757135,11.99041786,2.80E-22,4.54E-20,40.11064097
26585,2.8674735,5.9707525,8.655008179,2.61E-14,7.56E-13,21.99773586
27324,2.8404335,7.14994775,11.59203162,2.51E-21,3.34E-19,37.94243428
6696,2.779812333,7.213729583,14.09598532,3.02E-27,1.44E-24,51.40277853
2706,2.571428333,6.2888695,9.86061781,3.59E-17,1.85E-15,28.4956445
9245,2.474730167,7.04593825,13.02764462,9.60E-25,2.69E-22,45.71586165
9547,2.412580833,8.760612917,8.319465405,1.58E-13,3.87E-12,20.2194101
1356,2.400521833,8.054157833,8.300888246,1.75E-13,4.23E-12,20.12147205
56649,2.319594,7.5635675,10.54657377,8.13E-19,5.89E-17,32.2349919
1382,2.3049745,8.56907225,11.50605961,4.04E-21,5.05E-19,37.47377813
7153,2.234706333,5.913572833,10.00964337,1.58E-17,8.72E-16,29.3065565
1311,2.2045875,6.815514083,10.47343319,1.22E-18,8.51E-17,31.83565162
10563,2.140513667,6.875781167,5.672759472,9.85E-08,7.58E-07,7.147504126
51557,2.134628333,5.098911167,8.584556863,3.81E-14,1.07E-12,21.62295796
7058,2.130527167,9.080719417,10.47379299,1.22E-18,8.51E-17,31.83761588
55808,2.035614833,8.14349675,9.564855891,1.83E-16,7.99E-15,26.88997056
23213,2.034744333,8.620815833,9.870733253,3.39E-17,1.76E-15,28.55065194
1001,1.975129,8.313183667,12.02027236,2.38E-22,3.91E-20,40.27285124
9837,1.963951833,6.266581417,10.14934203,7.30E-18,4.25E-16,30.06761047
79782,1.957205833,5.823953583,8.385934484,1.11E-13,2.78E-12,20.57029915
54443,1.928680083,5.716448208,9.29320844,8.09E-16,3.06E-14,25.42071836
6241,1.915137583,7.717948208,9.243806248,1.06E-15,3.93E-14,25.15419384
26575,1.914484667,5.694155,9.319022143,7.03E-16,2.69E-14,25.56007135
9787,1.905576167,6.025309417,9.1860035,1.45E-15,5.25E-14,24.84263966
8612,1.904238833,7.967217917,12.06779569,1.83E-22,3.08E-20,40.53097415
3026,1.8988605,6.565672083,9.819625235,4.50E-17,2.24E-15,28.27278452
29128,1.872431167,6.766215417,9.812002707,4.69E-17,2.31E-15,28.2313541
1281,1.859893917,11.51999546,10.1881377,5.89E-18,3.49E-16,30.27909388
4322,1.843859,5.751779167,7.686359523,4.54E-12,8.30E-11,16.91785929
3149,1.827035583,8.569205792,10.07175539,1.12E-17,6.32E-16,29.64483518
1278,1.796877333,11.881355,9.681817668,9.60E-17,4.44E-15,27.52429053
132299,1.788120833,10.29815692,14.76409187,8.70E-29,6.54E-26,54.90305805
991,1.787685,6.728873,9.994303796,1.72E-17,9.39E-16,29.2230387
11130,1.7740215,8.445040417,11.12178187,3.38E-20,3.42E-18,35.37672038
6447,1.77327,5.932894833,8.594554006,3.61E-14,1.02E-12,21.67609658
701,1.7690195,6.80372625,9.692105777,9.07E-17,4.22E-15,27.5801297
8857,1.750039667,8.1483175,8.949992567,5.26E-15,1.72E-13,23.57409732
29089,1.7482925,6.858486583,11.00466459,6.45E-20,6.17E-18,34.73710175
1277,1.724828,9.280306167,9.23554161,1.11E-15,4.11E-14,25.10962829
118932,1.72124175,7.944616708,9.505370417,2.53E-16,1.07E-14,26.56773299
27299,1.695461833,6.665819917,4.854074253,3.67E-06,2.00E-05,3.645829616
6273,1.695017333,8.070636667,6.347121464,4.03E-09,4.08E-08,10.26358658
10112,1.683247333,6.240243167,9.822602118,4.42E-17,2.20E-15,28.28896552
891,1.682561583,6.135874375,9.20845132,1.29E-15,4.70E-14,24.96359429
256714,1.67774,5.386376,8.332511314,1.48E-13,3.62E-12,20.28822199
7272,1.665107,5.259822667,8.082353885,5.62E-13,1.24E-11,18.97387424
100133941,1.66329725,9.625055458,8.888518837,7.35E-15,2.33E-13,23.24469536
1728,1.6550915,9.14695375,9.511569532,2.45E-16,1.04E-14,26.60130181
80078,1.651409833,5.58549575,7.296562229,3.44E-11,5.36E-10,14.9284408
55765,1.650581,9.1192055,9.052494124,3.01E-15,1.03E-13,24.12430436
415,1.64067,7.510812667,7.917767541,1.34E-12,2.73E-11,18.1154372
2810,1.634730667,10.98043617,7.212778174,5.29E-11,7.87E-10,14.5058612
100505989,1.634215167,5.077732417,6.983077839,1.71E-10,2.28E-09,13.35733736
653067 /// 653220,1.632972167,7.18599375,6.271740587,5.81E-09,5.67E-08,9.906222341
55165,1.620242333,5.732325333,7.927483056,1.28E-12,2.60E-11,18.16596226
9833,1.6180215,6.760406917,9.018726328,3.62E-15,1.22E-13,23.94291697
84740,1.6109295,5.969931167,10.46016251,1.31E-18,9.10E-17,31.76320493
1945,1.6109275,7.537319417,15.83148002,3.32E-31,4.64E-28,60.39239678
130367,1.6029035,7.608043667,7.983168903,9.51E-13,1.99E-11,18.45591851
6947,1.601164833,6.09623325,5.305016807,5.20E-07,3.41E-06,5.532730873
4316,1.599033167,9.39186575,7.252005042,4.33E-11,6.56E-10,14.70347413
1290,1.578489,9.421030667,8.759997813,1.48E-14,4.50E-13,22.55751278
3161,1.577388583,6.231547958,9.650082989,1.14E-16,5.19E-15,27.35209229
10551,1.573064,9.8695135,8.067772486,6.07E-13,1.33E-11,18.89761068
196410,1.564841167,7.28215025,10.42452098,1.60E-18,1.09E-16,31.5686491
4192,1.550871667,8.984080167,10.81399134,1.85E-19,1.58E-17,33.69557451
22974,1.539130667,6.512306333,8.684921746,2.22E-14,6.48E-13,22.15707568
8645,1.537349667,8.090328667,9.532341729,2.18E-16,9.38E-15,26.71380634
10874,1.537122667,6.279995333,9.543676172,2.05E-16,8.88E-15,26.77520845
3053,1.534261667,6.490238833,3.944635779,0.000134795,0.000516948,0.200024327
116028,1.531653333,7.344909333,12.44625914,2.29E-23,4.65E-21,42.58231563
6676,1.5241265,7.24910875,10.18752923,5.91E-18,3.50E-16,30.27577659
30001,1.522674333,8.652078333,9.464379077,3.17E-16,1.31E-14,26.3458349
24137,1.520885,6.199968167,8.518634688,5.44E-14,1.46E-12,21.27292112
7104,1.517472167,6.36527625,5.922992831,3.07E-08,2.61E-07,8.281758011
11065,1.5162875,7.787720083,9.50821757,2.49E-16,1.06E-14,26.58315024
563,1.493705833,8.06326725,3.925870592,0.000144451,0.000550791,0.134521383
84624,1.48816,6.3872825,6.480317078,2.10E-09,2.27E-08,10.9001499
3832,1.483664167,5.403418417,8.533142359,5.03E-14,1.36E-12,21.34989971
29968,1.46683475,6.537894792,10.78352662,2.19E-19,1.82E-17,33.52916041
1033,1.46414925,6.511883625,7.525430742,1.05E-11,1.80E-10,16.09204829
57016,1.462248667,5.279705333,5.368792472,3.92E-07,2.64E-06,5.808095788
51809,1.461895167,8.41678425,10.90496127,1.12E-19,1.01E-17,34.19250045
5002,1.459992333,8.681289,10.03768589,1.35E-17,7.53E-16,29.45926331
25878,1.457084833,9.747587417,8.119470403,4.61E-13,1.04E-11,19.16818012
7498,1.447866083,6.334838625,9.54851502,2.00E-16,8.70E-15,26.80142483
222643,1.4458695,6.773058083,8.426123352,8.94E-14,2.30E-12,20.78280165
4318,1.442986333,9.109054167,5.333344924,4.59E-07,3.04E-06,5.654793876
83540,1.442421667,5.061424,7.705192469,4.12E-12,7.64E-11,17.01488942
27344,1.434835333,7.433254333,7.900022364,1.48E-12,2.98E-11,18.02320371
149175,1.426289833,6.87378975,11.21281275,2.04E-20,2.18E-18,35.87375269
6424,1.410617,7.696959167,6.665561374,8.41E-10,9.72E-09,11.7958606
79783,1.395855667,6.809338167,11.89676423,4.69E-22,7.28E-20,39.60152004
388722,1.390504417,6.774857958,9.890276563,3.05E-17,1.59E-15,28.65694295
5099,1.3847675,5.598820417,8.342352557,1.40E-13,3.46E-12,20.3401492
11015,1.383893833,8.437524917,7.541091523,9.70E-12,1.67E-10,16.172145
84706,1.383758833,6.70758375,9.825312694,4.36E-17,2.19E-15,28.30369944
1029,1.382299667,5.866141833,6.456642587,2.36E-09,2.52E-08,10.78653805
26,1.379812667,5.395197,5.994689526,2.19E-08,1.91E-07,8.611700863
57393,1.378427,5.4801615,6.35381882,3.90E-09,3.97E-08,10.29543982
27347,1.376742833,8.71118275,11.80684538,7.69E-22,1.15E-19,39.11234161
7368,1.373824417,5.437305542,7.389368566,2.13E-11,3.45E-10,15.3986871
100506098,1.369796333,8.044949167,8.190484296,3.16E-13,7.33E-12,19.54064266
1048,1.369026083,7.802489708,7.234852233,4.73E-11,7.10E-10,14.61701229
3783,1.363738,7.353786167,8.464449582,7.28E-14,1.92E-12,20.98569212
79733,1.361476667,4.830782,8.544882934,4.72E-14,1.29E-12,21.41221879
9055,1.359403833,7.009983583,8.064516251,6.17E-13,1.34E-11,18.8805854
2191,1.357827667,8.225022,7.338075952,2.78E-11,4.41E-10,15.13851313
83879,1.355987167,5.810498667,10.78851432,2.13E-19,1.80E-17,33.55640571
55872,1.354819333,5.386872667,6.471161698,2.20E-09,2.37E-08,10.85619037
9232,1.349852167,9.52761375,7.958753229,1.08E-12,2.24E-11,18.32871009
56521,1.343812833,5.88807375,7.328187052,2.92E-11,4.61E-10,15.08843134
3017,1.34127325,8.988221708,10.26045023,3.95E-18,2.48E-16,30.67341801
2524,1.338078917,6.876582042,14.61885878,1.87E-28,1.24E-25,54.14618315
9768,1.331659417,7.206760792,10.97390836,7.65E-20,7.21E-18,34.56911059
5831,1.314958833,7.924017083,13.99617836,5.16E-27,2.30E-24,50.87594872
5121,1.313753667,5.5917845,7.140934796,7.65E-11,1.10E-09,14.14502947
128872,1.306673333,7.3043455,9.904523017,2.82E-17,1.49E-15,28.73443809
563 /// 646282,1.301760833,7.234221417,4.86896421,3.44E-06,1.89E-05,3.70638063
6715,1.300317167,7.159612583,9.992937283,1.73E-17,9.44E-16,29.2155991
1058 /// 54978,1.292865167,6.120162417,8.26581739,2.11E-13,5.04E-12,19.93673846
5738,1.292701917,8.437877375,12.98001056,1.24E-24,3.33E-22,45.46003809
276 /// 277 /// 278 /// 279 /// 280 /// 648740,1.285880167,9.14715725,4.697157924,7.06E-06,3.65E-05,3.015364076
1365,1.285804083,8.639232458,6.332402886,4.33E-09,4.35E-08,10.19364211
9075,1.284856667,6.344686167,5.473269984,2.45E-07,1.73E-06,6.263516039
64151,1.279657167,5.358166417,8.312764967,1.64E-13,3.99E-12,20.184079
101669762,1.276691333,5.621723,9.83638277,4.10E-17,2.09E-15,28.36387738
9244,1.276385333,7.37536,5.59632403,1.40E-07,1.04E-06,6.806610609
440603,1.276028333,5.9265375,8.460976664,7.42E-14,1.95E-12,20.96729787
7070,1.275868,8.504646833,7.860938004,1.81E-12,3.61E-11,17.82028393
50489,1.275173333,6.614950833,6.957177174,1.95E-10,2.55E-09,13.22879203
400619 /// 100499467,1.273019083,6.311480125,13.17608299,4.29E-25,1.27E-22,46.51192736
5723,1.271172167,6.54919025,7.133624031,7.94E-11,1.14E-09,14.10839181
2676,1.27093325,6.831977875,7.297321718,3.43E-11,5.35E-10,14.93227999
84419,1.268151833,8.987825583,5.388631078,3.58E-07,2.44E-06,5.894163535
84634,1.267011667,5.489066,6.376036947,3.50E-09,3.62E-08,10.40122972
145741,1.259206333,5.290453667,5.654829687,1.07E-07,8.18E-07,7.067299246
8507,1.255628,8.148408417,12.40102147,2.94E-23,5.79E-21,42.33755002
6662,1.251067083,7.707622208,6.325812787,4.47E-09,4.48E-08,10.16235126
6790,1.247182333,6.364117,8.715970877,1.87E-14,5.62E-13,22.32259299
388743,1.2373325,8.336759583,5.362371585,4.03E-07,2.71E-06,5.780280937
2888,1.235393,5.599278,5.684756678,9.32E-08,7.21E-07,7.201252425
2861 /// 80343,1.234653167,4.86081325,6.216867726,7.57E-09,7.22E-08,9.647434788
100132169,1.232063,4.688204667,8.59032452,3.69E-14,1.04E-12,21.6536135
112937,1.229679917,5.273326458,7.433213526,1.70E-11,2.80E-10,15.62161522
1472,1.228596167,7.181574417,8.721719697,1.82E-14,5.45E-13,22.35325311
121227,1.2242565,7.501340417,7.388759095,2.14E-11,3.46E-10,15.3955917
144501,1.224104,6.563474333,8.541374174,4.81E-14,1.31E-12,21.39359212
79755,1.223669667,5.1362175,5.319373799,4.88E-07,3.22E-06,5.594543627
6491,1.2182895,6.276152583,9.334230227,6.47E-16,2.51E-14,25.64219854
909,1.217837167,6.84520975,7.595236277,7.32E-12,1.28E-10,16.44951651
51203,1.214829667,6.62571875,8.107635495,4.91E-13,1.10E-11,19.10619632
1428,1.214162833,8.60077525,6.985344899,1.69E-10,2.26E-09,13.36859834
5328,1.21075475,8.337085375,6.479232474,2.11E-09,2.28E-08,10.89494062
3898,1.208502833,7.700388083,9.257414264,9.84E-16,3.68E-14,25.22758652
10403,1.205139333,5.8525195,6.86777321,3.06E-10,3.86E-09,12.78663927
6495,1.200803167,7.013388083,6.962069384,1.90E-10,2.51E-09,13.25305675
116238,1.196156,7.631243,9.995988092,1.70E-17,9.33E-16,29.2322085
2146,1.1959435,6.504201583,7.2941554,3.49E-11,5.42E-10,14.91627538
983,1.195812667,6.981282333,7.105018359,9.19E-11,1.30E-09,13.96518028
89944,1.191884667,7.8891285,9.645696813,1.17E-16,5.30E-15,27.32829729
59272,1.185858583,5.915753458,6.445803266,2.49E-09,2.65E-08,10.73458783
2118,1.185388917,7.190770125,11.36789447,8.67E-21,9.98E-19,36.72016462
2305,1.1844405,6.040581917,7.519465508,1.09E-11,1.85E-10,16.06155474
53836,1.181735,4.6889585,5.31160409,5.05E-07,3.32E-06,5.561079032
5570,1.180786167,5.800096417,5.950204248,2.70E-08,2.32E-07,8.406729954
64105,1.180333333,5.3142975,6.635563254,9.76E-10,1.12E-08,11.65001601
7366,1.179763667,5.56435125,5.249196651,6.66E-07,4.26E-06,5.293387373
4751,1.178044167,5.06871775,8.435679638,8.50E-14,2.21E-12,20.83336904
54102,1.176082417,8.538317375,6.12008731,1.20E-08,1.11E-07,9.193850469
9928,1.17380275,5.323953292,7.822080462,2.23E-12,4.34E-11,17.61885667
93273,1.173100167,5.256152917,6.742871024,5.72E-10,6.83E-09,12.17309814
79017,1.1696895,10.67409875,12.50867958,1.63E-23,3.43E-21,42.91984414
1289,1.168423667,9.050077333,7.870187141,1.73E-12,3.45E-11,17.86827549
25825,1.1678,8.766847667,8.707699776,1.96E-14,5.83E-13,22.27848857
1733,1.165412,4.830346333,5.549758549,1.73E-07,1.26E-06,6.600257289
266977,1.163421333,5.603098083,7.274442485,3.86E-11,5.94E-10,14.81669339
2274,1.1628955,9.20526475,7.673770738,4.85E-12,8.82E-11,16.85304441
3866,1.161474167,6.77480975,6.346725965,4.04E-09,4.09E-08,10.26170608
51303,1.159931667,9.252144833,8.725567236,1.78E-14,5.37E-13,22.3737756
6768,1.1547955,7.90820475,10.01157917,1.56E-17,8.65E-16,29.31709685
8339 /// 8970,1.154411417,5.726242375,6.753486261,5.42E-10,6.51E-09,12.2250484
196051,1.153806,5.722900833,7.102393765,9.31E-11,1.32E-09,13.95205212
79801,1.152713833,5.269029083,7.778497385,2.80E-12,5.36E-11,17.39331402
286827,1.1523335,5.55351625,7.754215828,3.18E-12,6.02E-11,17.26783415
8483,1.150474833,7.56991175,5.134096167,1.10E-06,6.77E-06,4.804891618
1159 /// 548596,1.148337333,6.4639835,6.955705955,1.96E-10,2.57E-09,13.22149638
4830,1.1476275,10.05231275,10.38305428,2.01E-18,1.34E-16,31.34232902
55061,1.146867,6.556005833,8.324081244,1.55E-13,3.78E-12,20.24375355
11004,1.14524975,6.483961625,8.154318091,3.83E-13,8.73E-12,19.35083958
54664,1.142810917,8.681391792,8.600448048,3.50E-14,9.89E-13,21.70743238
1803,1.140806,8.0069495,6.690108079,7.44E-10,8.72E-09,11.91542468
283209,1.137987,7.254815333,8.531378608,5.08E-14,1.37E-12,21.34053946
1470,1.134805333,6.286851167,9.655532969,1.11E-16,5.05E-15,27.3816602
84791,1.1324145,7.009058167,9.630566274,1.27E-16,5.73E-15,27.24622401
3934,1.13047,9.351301667,4.572328691,1.18E-05,5.77E-05,2.524025705
7105,1.12926275,9.584710708,7.984290823,9.45E-13,1.98E-11,18.46176666
654790,1.128596167,6.76654125,5.153328964,1.01E-06,6.27E-06,4.88603983
55974,1.126385167,8.692961583,13.68066785,2.81E-26,1.05E-23,49.20420908
57549,1.12513,5.798931833,9.98605184,1.80E-17,9.73E-16,29.17811451
55228,1.122637667,6.855979333,5.512449254,2.05E-07,1.47E-06,6.435656289
128272,1.1194455,7.023388917,11.06107907,4.72E-20,4.63E-18,35.04521876
260436,1.116393833,6.07723375,3.600491986,0.000462443,0.001550381,-0.962186226
9601,1.115582583,9.141244625,11.14696595,2.94E-20,3.00E-18,35.51423866
26499,1.112852,8.156083,9.18735646,1.44E-15,5.22E-14,24.84992837
2150,1.109049917,7.953906458,8.102470875,5.05E-13,1.13E-11,19.07915541
79852,1.108566,6.557291,8.64546588,2.74E-14,7.90E-13,21.9469331
11005,1.1082155,8.415327583,3.610830485,0.000446133,0.00150284,-0.92849999
6819,1.107808083,6.793950792,5.86028168,4.12E-08,3.40E-07,7.99494318
3486,1.107796167,9.888051,5.933458448,2.92E-08,2.49E-07,8.329785859
23601,1.107409667,6.934140667,6.511095006,1.81E-09,1.97E-08,11.0481474
4171,1.105084167,8.144377583,9.530720921,2.20E-16,9.45E-15,26.70502671
55353,1.104848917,10.88840288,7.410561971,1.91E-11,3.12E-10,15.50638366
4907,1.103532917,6.754586542,7.946469783,1.15E-12,2.37E-11,18.26475669
4237,1.103277167,8.843418583,7.756475517,3.14E-12,5.97E-11,17.27950614
6423,1.102685417,9.279001708,3.516394115,0.000617659,0.002006498,-1.233305628
84057,1.097122167,4.719463917,8.116395182,4.69E-13,1.05E-11,19.15207156
890,1.0959345,5.917459917,7.235328762,4.72E-11,7.10E-10,14.61941325
4810,1.095583667,5.462211917,11.59624414,2.46E-21,3.30E-19,37.96539189
148327,1.0946985,7.85052675,10.94199254,9.13E-20,8.32E-18,34.3947794
100506696,1.0897555,6.037658917,11.26575597,1.52E-20,1.68E-18,36.16276236
56924,1.085110333,7.226127917,10.13465316,7.92E-18,4.57E-16,29.98755229
10606,1.083432833,8.191668917,7.579454879,7.94E-12,1.39E-10,16.36860049
26996,1.082628667,9.498011333,5.987511147,2.26E-08,1.97E-07,8.57857007
3853,1.0813615,4.27206725,3.803719926,0.000225383,0.000822818,-0.285934355
147920,1.080092667,5.677941833,8.393804451,1.06E-13,2.68E-12,20.61189209
3537 /// 3546 /// 26586 /// 28831,1.0798035,8.838293417,4.57279629,1.18E-05,5.77E-05,2.525848973
5050,1.0771295,8.512057583,11.53885482,3.37E-21,4.29E-19,37.65258018
51053,1.077056167,8.741267083,10.72730148,2.99E-19,2.39E-17,33.22203704
340547,1.074962917,5.491700125,4.700691104,6.96E-06,3.60E-05,3.029404131
2530,1.071885417,7.957998625,8.952505239,5.19E-15,1.70E-13,23.58757066
2525,1.071347667,6.300708667,9.380265355,5.03E-16,2.00E-14,25.89092121
29760,1.069530833,7.90374425,7.754554554,3.18E-12,6.02E-11,17.2695837
7298,1.0694025,7.004625917,6.900331498,2.59E-10,3.31E-09,12.94737533
1893,1.0636965,9.072732583,6.614174656,1.08E-09,1.23E-08,11.54621387
27034,1.063451167,8.00412025,6.453112999,2.40E-09,2.56E-08,10.76961698
7083,1.062647583,7.513386208,8.366140869,1.23E-13,3.07E-12,20.46573361
1917,1.062426833,6.866117417,6.622023506,1.04E-09,1.19E-08,11.58428759
201266,1.056247,8.445144333,10.69044511,3.67E-19,2.85E-17,33.02072206
205 /// 100507855,1.054727167,6.607688917,6.845854162,3.41E-10,4.26E-09,12.67861277
5352,1.05464875,8.485229458,7.027140609,1.37E-10,1.86E-09,13.57647906
203413,1.054436833,4.736807083,5.232889465,7.16E-07,4.56E-06,5.223764095
54733,1.052159167,7.48867825,8.515566172,5.53E-14,1.48E-12,21.25664341
91614,1.050043667,4.9227645,6.293808863,5.22E-09,5.16E-08,10.01062236
388228,1.04864475,7.268641125,9.009680214,3.80E-15,1.28E-13,23.894346
3217,1.042255833,8.167621917,6.006527746,2.07E-08,1.82E-07,8.666384983
51599,1.041171,9.787723333,10.19459164,5.69E-18,3.40E-16,30.31428071
56992,1.040383,4.974114667,6.585863532,1.25E-09,1.40E-08,11.40905433
28969,1.039839833,10.71287175,11.28170641,1.40E-20,1.56E-18,36.24982331
28831,1.039620083,9.155327958,4.402647356,2.33E-05,0.000106745,1.871150744
55789,1.038796,4.274274333,6.309643915,4.83E-09,4.80E-08,10.08564752
28983,1.037472667,5.059506,5.19551573,8.44E-07,5.30E-06,5.064710699
10549,1.036971,11.12792033,11.09506847,3.91E-20,3.91E-18,35.23084223
100507218,1.03694,5.610814333,7.410281926,1.91E-11,3.12E-10,15.50495984
1832,1.035441833,9.762681583,4.342499656,2.95E-05,0.000132309,1.643983379
10609,1.035388333,7.48613,9.827028434,4.32E-17,2.17E-15,28.31302591
493869,1.034219833,7.4004155,6.686236231,7.59E-10,8.88E-09,11.89655211
4319,1.032858167,5.274489417,4.529864954,1.40E-05,6.75E-05,2.358997731
401115,1.030175333,8.252064333,8.221412385,2.68E-13,6.31E-12,19.70314031
3960,1.029969,6.708484333,3.245219645,0.001519804,0.004446617,-2.071619106
4072,1.028199167,11.87778208,6.886429495,2.78E-10,3.54E-09,12.87870295
11226,1.026481833,7.928904333,5.477841246,2.40E-07,1.69E-06,6.283562831
120224,1.025766417,7.818324458,6.995764405,1.60E-10,2.15E-09,13.4203739
23600 /// 100534612,1.025605667,7.058653833,8.016145806,7.98E-13,1.70E-11,18.62791764
638,1.0255785,7.621874917,7.279440977,3.76E-11,5.81E-10,14.84193407
139231,1.025321,7.033203833,8.466049832,7.22E-14,1.90E-12,20.99416844
1950,1.022375667,4.942301167,8.414811785,9.50E-14,2.43E-12,20.72296472
4085,1.020349167,5.994382083,5.299398108,5.33E-07,3.49E-06,5.508568167
26011,1.0191605,6.20420625,8.776603847,1.35E-14,4.12E-13,22.64618542
7031,1.016915833,6.42560775,4.105829867,7.37E-05,0.000299403,0.772501595
24141,1.016185833,7.472440917,7.502707378,1.18E-11,2.00E-10,15.97593521
55240,1.015947333,7.335246667,8.16298962,3.66E-13,8.39E-12,19.39632703
112399,1.015040667,6.4446075,6.361405648,3.76E-09,3.85E-08,10.33154347
51280,1.013590583,7.251089208,16.85768884,1.78E-33,4.32E-30,65.54052348
146857,1.013203083,6.053489458,7.905223589,1.44E-12,2.90E-11,18.05023129
148113,1.012932083,5.747189542,7.414940635,1.87E-11,3.06E-10,15.52864847
200958,1.01249425,6.660964875,8.65852636,2.56E-14,7.44E-13,22.01646967
440335,1.011097667,8.280666833,8.411994121,9.65E-14,2.46E-12,20.70806273
23594,1.0083755,7.298822417,7.543036766,9.60E-12,1.65E-10,16.182098
347733,1.008211667,5.370917667,4.605872565,1.03E-05,5.11E-05,2.655151676
51361,1.008073917,7.019498792,7.790656924,2.63E-12,5.04E-11,17.4561988
26154,1.007771667,4.349828333,7.160476835,6.92E-11,1.01E-09,14.24303724
149420,1.006383333,7.779802333,8.212718914,2.80E-13,6.57E-12,19.65744737
4151,1.004142,6.404871,5.905227626,3.34E-08,2.81E-07,8.200337475
2444,1.002980333,6.472026167,8.563887188,4.26E-14,1.17E-12,21.51313656
56164,1.002943833,5.673210417,7.571440762,8.28E-12,1.44E-10,16.32753208
145837,1.002732167,4.829570667,5.673552897,9.82E-08,7.56E-07,7.151056711
28823,1.001376,8.285030333,3.975951233,0.000120039,0.000465661,0.309870495
79703,1.001108333,5.904484167,7.504608696,1.17E-11,1.99E-10,15.98564588
27293,1.0000435,7.226346167,8.169160725,3.54E-13,8.15E-12,19.42870648
3537 /// 3546 /// 26586,0.999951833,8.881308583,4.432888489,2.07E-05,9.58E-05,1.986217113
55355,0.998272,6.074349167,7.663880438,5.11E-12,9.24E-11,16.80214812
55816,0.994681583,6.567659708,7.387975179,2.15E-11,3.47E-10,15.39161045
8714,0.992476,7.682763833,9.763837993,6.11E-17,2.94E-15,27.96964285
3492 /// 3493 /// 3494 /// 3495 /// 3500 /// 3502 /// 3503 /// 3507 /// 28396 /// 28442,0.991288667,9.3578455,3.399595622,0.000915943,0.00284577,-1.601176252
6512,0.9910625,5.93996325,5.555694311,1.68E-07,1.23E-06,6.626505079
54933,0.989647,5.623935167,9.67646381,9.89E-17,4.54E-15,27.49523491
6659,0.987271083,8.616716292,7.98788682,9.27E-13,1.94E-11,18.48051294
6509,0.985688333,7.6826755,11.25769127,1.59E-20,1.74E-18,36.11874161
402415,0.982271833,5.34821375,5.982545187,2.32E-08,2.02E-07,8.555662862
81610,0.981497833,6.79178875,5.141804607,1.07E-06,6.56E-06,4.837392339
128434,0.980803167,8.04768775,7.31591285,3.12E-11,4.89E-10,15.02630478
55732,0.980513,5.750347833,7.751551469,3.23E-12,6.09E-11,17.25407334
7291,0.978600333,5.787456833,4.514475295,1.49E-05,7.13E-05,2.299456923
5832,0.978132417,8.598151958,13.51296267,6.93E-26,2.33E-23,48.31185868
116832,0.977777,6.894075833,7.839138008,2.04E-12,4.02E-11,17.70723947
9076,0.976736417,7.599665625,5.440223918,2.84E-07,1.98E-06,6.118894646
79152,0.975077,6.4118565,7.558554063,8.86E-12,1.53E-10,16.2615259
81607,0.974946833,7.309672083,9.467545001,3.11E-16,1.30E-14,26.36296832
8842,0.972770833,6.782085083,2.886196879,0.004622879,0.011784221,-3.093821773
10615,0.971861,6.958733833,7.979412156,9.70E-13,2.02E-11,18.43633777
50802,0.971841333,8.457978667,3.951656126,0.000131344,0.00050575,0.224591783
3537 /// 3546 /// 26586 /// 28823 /// 28831,0.970163333,10.33315892,3.68027191,0.000349887,0.001212607,-0.700234026
5091,0.969892167,7.280422583,8.724376043,1.79E-14,5.40E-13,22.36742166
84561,0.9693245,6.768272417,7.203920662,5.54E-11,8.20E-10,14.46129764
51659,0.968899667,6.965503667,9.26012849,9.70E-16,3.63E-14,25.24222732
84978,0.968853917,5.410286792,10.14548728,7.46E-18,4.33E-16,30.04660029
57111,0.968672,10.3948155,6.741291344,5.76E-10,6.87E-09,12.16537041
10331,0.968664333,7.493514,9.315142116,7.18E-16,2.74E-14,25.53912157
26298,0.967364167,6.4876095,5.686315377,9.26E-08,7.17E-07,7.208240286
780 /// 100616237,0.96719625,10.15893971,8.238924702,2.44E-13,5.77E-12,19.79522528
3492 /// 3493 /// 3494 /// 3500 /// 3501 /// 3502 /// 3507 /// 28396 /// 102725526,0.965226333,9.314061333,3.443308253,0.000791222,0.002500166,-1.464689361
85285,0.963868833,4.832833417,6.492373867,1.98E-09,2.15E-08,10.95808586
2195,0.963713667,8.999047667,6.9806049,1.73E-10,2.30E-09,13.34505549
5427,0.963234333,7.017780833,7.188051345,6.01E-11,8.84E-10,14.38151035
990,0.962559083,4.866569125,6.773571481,4.90E-10,5.93E-09,12.32344363
146227,0.962297833,5.558907083,5.408850852,3.27E-07,2.25E-06,5.982083492
54866,0.961197333,5.510496167,6.120357629,1.20E-08,1.10E-07,9.19511225
26872,0.9610765,7.654914083,4.022758651,0.000100823,0.000397033,0.4752967
