x
1,13
2,54996
3,23705
4,4645
5,55859
6,81563
7,5142
8,2719
9,29126
10,101927416
11,9839
12,340419
13,126014
14,10529
15,90139
16,1808
17,92241
18,23710
19,8477
20,53346
21,401093
22,85004
23,6387
24,23710 /// 23766
25,6935 /// 100996668
26,57514
27,3820
28,2192
29,3001
30,420
31,6909
32,2037
33,53342
34,6586
35,254956
36,3726
37,81493
38,56253
39,11126
40,285043
41,57580
42,7177
43,1490
44,26353
45,4211
46,663
47,200894
48,196996
49,4628
50,266812
51,2869
52,23604
53,54511
54,23331
55,3553
56,3659
57,220213
58,976
59,2534
60,55901 /// 100887750 /// 101930578
61,9844
62,53829
63,80833
64,9750
65,2995
66,847
67,64499
68,395
69,7450
70,710
71,7177 /// 64499
72,1636
73,83857
74,4653
75,5420
76,54810
77,26112
78,92162
79,23492
80,5468
81,3399
82,285203
83,101928612
84,9467
85,7225
86,130497
87,216
88,9429
89,2328
90,9079
91,222223
92,8395
93,128346
94,10216
95,2157
96,10288
97,6275
98,10232
99,1958
100,3727
101,57447
102,12
103,6376
104,55711
105,57631
106,6252
107,186
108,152137
109,57458
110,166336
111,760
112,56241
113,51311
114,653
115,85450
116,51090
117,54491
118,10135
119,51365
120,241
121,23462
122,6237
123,283483
124,9749
125,6280
126,51762
127,22885
128,64115
129,7466
130,11012
131,83539
132,7869 /// 102465526
133,79870
134,2281
135,133
136,126393
137,286097
138,345557
139,135932
140,57188
141,55450
142,51285
143,50486
144,100506725
145,58475
146,467
147,8807
148,7078
149,22898
150,4886
151,6590
152,5919
153,25927
154,9535
155,399949
156,51232 /// 101929500
157,6583
158,10186
159,400550
160,2113
161,79901
162,863
163,5797
164,23266 /// 101927458
165,1439
166,11326
167,84701
168,390
169,1843
170,9770
171,8910
172,54922
173,51194 /// 100130733
174,65055
175,29931
176,54873
177,8727
178,23284
179,59277
180,6366
181,731424
182,2313
183,11067
184,301
185,56849
186,8875
187,57669
188,57513
189,79740
190,255743
191,84617
192,3730
193,1191
194,644242
195,408
196,3383
197,6347
198,11254
199,3491
200,26051
201,1359
202,152007
203,1043
204,1117
205,2015
206,116835
207,443
208,6967 /// 6983 /// 445347
209,7128
210,79625
211,152273
212,375346 /// 389125 /// 100526772
213,26253
214,4783
215,28984
216,115361
217,5627
218,55679
219,80323
220,219348
221,6439
222,26628
223,6711
224,9023
225,1036
226,730
227,80223
228,23090
229,10365
230,23327
231,6351
232,2247
233,133690
234,3823
235,1326
236,23136
237,1073
238,4609
239,8613
240,114905
241,3764
242,57381
243,91663
244,5332
245,8622
246,2078
247,597
248,29970 /// 100505385
249,64407
250,53842 /// 80014
251,8404
252,64332
253,3672
254,203190
255,3824
256,64174
257,21
258,5199
259,10979
260,3953 /// 54741
261,9723
262,55340 /// 100527949
263,6515 /// 144195
264,11080
265,11142
266,64123
267,51673
268,5138
269,9208
270,23328
271,316
272,627
273,55303
274,80760
275,2890
276,6456
277,729680
278,9060
279,3575
280,7010
281,283298
282,168667
283,3384
284,6368
285,23237
286,153
287,3791
288,170575
289,6515
290,387763
291,10516
292,4118
293,27255
294,114800
295,1346
296,284119
297,80704
298,366
299,2214 /// 2215
300,91624
301,9352
302,8972
303,101928370
304,51316
305,5551
306,1052
307,157869
308,6578
309,2999
310,84870
311,9218
312,9254
313,55600
314,6505
315,4616
316,2009
317,83604
318,101927279
319,1178
320,1440
321,101926959
322,65009
323,3202
324,79686 /// 161176
325,3397
326,53826
327,55422
328,9052
329,7538
330,2268
331,84981 /// 407004
332,57493
333,56967
334,8013
335,6403
336,8706
337,10742
338,5997
339,343450
340,3400
341,155038
342,80177
343,100302650
344,4973
345,51267
346,200315 /// 100913187
347,257062
348,151126
349,8809
350,144809
351,23764
352,3977
353,1805
354,22998
355,2353
356,171024
357,1316
358,5730
359,4332
360,728
361,83657
362,285812
363,2615
364,375033
365,90952
366,23460
367,761
368,283383
369,10810
370,256435
371,1410
372,94
373,1960
374,9457
375,161198
376,23767
377,10391
378,6274
379,10044
380,79839
381,6279
382,2358
383,29953
384,8406
385,221687
386,23645
387,3002
388,100996760
389,8839
390,5319
391,1066 /// 100653057
392,54538
393,2215
394,5348
395,3373
396,969
397,168537
398,115330
399,22918
400,1906
401,2878
402,9452
403,8630
404,9068
405,9934
406,5225
407,8796
408,207107
409,9173
410,284
411,84688
412,389136
413,57520
414,27253
415,3047 /// 3048
416,9037
417,6563
418,94274
419,5806
420,2202
421,7146 /// 7148
422,146225
423,10266
424,185
425,5175
426,2034
427,221303
428,115572
429,64651
430,116159
431,23336
432,117156
433,11095
434,84969
435,81575
436,4023
437,11069
438,650
439,51554
440,64399
441,306
442,131873
443,286133
444,358
445,9413
446,641700
447,115677
448,6332
449,147372
450,59350
451,51299
452,4929
453,2013
454,27145
455,81893 /// 387254 /// 101060604
456,2219
457,64321
458,56920
459,3777
460,653145 /// 728113
461,2690
462,57608
463,2012
464,1580
465,9353
466,4818
467,140597
468,57864
469,130733
470,9022
471,10578
472,9806
473,27074
474,7433
475,51751
476,53405
477,128602
478,6401
479,5743
480,285736
481,58494
482,79812
483,6358 /// 348249
484,51348
485,7102
486,5787
487,219790
488,474344
489,154
490,9510
491,8685
492,8639
493,257019
494,2662
495,6330
496,7056
497,81849
498,60675
499,2921
500,100505495
501,1901
502,5166
503,22915
504,10203
505,10268
506,11217 /// 445815
507,2294
508,256949
509,26577
510,387758
511,4239
512,2791
513,1602
514,2824
515,90865
516,33
517,4969
518,219995
519,6445
520,8843
521,120892
522,7122
523,6441
524,6943
525,7049
526,1675
527,8676
528,132203
529,7704
530,2532
531,54674
532,1003
533,9590
534,26084
535,9365
536,157310
537,8835
538,338328
539,84417
540,1667 /// 1668 /// 728358
541,91851
542,858
543,4311
544,100820829
545,9314
546,100507632
547,79413
548,285313
549,3579
550,10894
551,147463
552,3039 /// 3040
553,857
554,5473
555,590
556,2327
557,256691
558,83888
559,11185
560,3043
561,361
562,2273
563,2167
564,29091
565,10974
566,653509 /// 729238
567,83595
568,285016
569,6283
570,51705
571,2354
572,8436
573,199675
574,400120
575,80761
576,1361
577,125
578,3569
579,2277 /// 100532742
580,948
581,7123 /// 23016
582,6532
583,11170
584,344148
585,4499
586,7134
587,1910
588,762
589,200504
590,51208
591,6440
592,7356
593,25928
594,8547
595,55273
596,2823
597,11197
598,177
