x
1,864
2,10350
3,253725 /// 387680 /// 101930591
4,23424
5,11234
6,201456
7,83606
8,144363
9,83643
10,64786
11,3074
12,7867
13,253725 /// 101930591
14,5799
15,10990
16,100128782
17,164781
18,214
19,8309
20,4067
21,339829 /// 101928882
22,54360
23,1509
24,64581
25,22900
26,2581
27,80150
28,912
29,7409
30,342371
31,22856
32,63940
33,822
34,10687
35,100505696
36,10133
37,2316
38,116985
39,5948
40,25790
41,275
42,11264
43,25937
44,3316 /// 91894 /// 100528019
45,139212
46,7136
47,389114
48,114928 /// 100528062
49,3156
50,79720
51,9710
52,3821 /// 3822
53,4501
54,4071
55,81545
56,254428
57,84680
58,29970 /// 100505385
59,255231
60,79658
61,2115
62,56674
63,29904 /// 101930123
64,26149
65,9114
66,8698
67,6778
68,65059
69,435
70,113
71,93010
72,2069
73,3824
74,8648
75,283518
76,221178
77,4337
78,124637
79,30009
80,27163
81,80129
82,202052
83,4629
84,131544
85,100506742
86,141
87,348013
88,55529
89,440026
90,10099
91,10319
92,59353
93,9935
94,100505812
95,27031
96,23558
97,6556
98,6863
99,283481
100,283687
101,84527
102,285672
103,10157
104,10100
105,202018
106,9404
107,23710
108,58190
109,1902
110,7325
111,4671
112,8492
113,3784
114,526
115,9862 /// 102466757
116,3572
117,57447
118,57213
119,80298
120,202309
121,23411
122,11080
123,1536
124,158798
125,2052
126,8031
127,221749
128,8061
129,10628
130,118429
131,23228
132,4837 /// 101928916
133,114880
134,57205
135,51585
136,84888
137,79841
138,101927221
139,9706
140,84166
141,154661
142,83850
143,57653 /// 100499483
144,51763
145,221
146,7248
147,6197
148,55601
149,8605
150,23564
151,11027
152,10753
153,100506585
154,51552
155,5737
156,100506699
157,4066
158,79762
159,161753
160,23503
161,123264
162,28232
163,57716
164,81027
165,124936
166,83857
167,728264
168,79927
169,9729
170,643037
171,58476
172,146429
173,2006
174,2352
175,22882
176,5243 /// 5244
177,127254
178,29995
179,5372
180,654433 /// 101927382
181,8653
182,6646
183,6304
184,400451
185,400568
186,286161
187,23031
