112597 /// 101930489	-0.411
203102	0.69021
91937	-0.16161
90423	0.68972
266675	0.28314
84940	-0.0005325
84839	0.45134
117144	-0.17381
3233	0.64539
145258	0.71586
121340	0.38633
116842	-0.45561
140690	0.38215
201158	0.39603
202309	-1.0108
80274 /// 150378	-2.521
164127	0.36482
81629	0.38746
140870	0.31201
123591	-0.31273
163688	0.28272
126206	0.46984
165530	-0.33602
125972	0.55728
220979	-0.96252
220992	0.64557
162387	0.62294
80712	0.70352
83656	0.41081
147199 /// 653486	0.2152
285126	0.53977
125997	0.3979
169966	0.31608
89778	0.14592
91734	0.24169
114836	0.1962
151306	-0.89548
84446	-0.34198
286204	0.28091
164684	-0.56584
116969	0.51057
196472	0.20789
204801	0.56194
115811	0.031266
145264	0.39763
146547	0.13966
158866	-0.77416
119369	0.098812
118663	0.6273
200420	0.79102
205860	0.24138
11036	-0.057995
118856	0.17832
147744	-0.87653
246176	0.66665
93107	0.44564
222659	0.14511
286967 /// 100132967	-0.59143
259239	0.27365
282616 /// 282617	0.17921
163778	0.33611
5439 /// 246721 /// 441259 /// 548644 /// 100134938	0.72478
84941	0.55154
84989	0.41655
222546	0.38441
116093	0.55366
150353	0.34698
114131	0.7573
113691	0.46011
834 /// 114769	-1.5715
158800	0.28047
50846	0.19411
56111	0.22784
150590	0.70543
131096	0.71369
133482	0.79747
151649	0.19574
90589	0.3734
147837	-0.010829
222545	0.22088
135250	0.58622
147687	-0.12703
286122	0.087733
117166	0.42532
158046	0.08721
257103 /// 102723489 /// 102725097	0.30897
162517	0.37244
285267	0.4896
161142	0.29343
115273	0.63819
197196	0.22212
158809	0.19207
162699 /// 728929 /// 100506888 /// 101060464 /// 101929858 /// 101930165 /// 101930171	0.6147
160492	0.35581
139285	0.42534
219793	0.44122
90332	0.82812
115650	0.6484
149992	0.16392
124872	0.7286
158521	0.32862
148823	-0.99646
286514	-0.24592
282616	0.92014
282618	0.27939
132989	0.0013217
131890	0.2308
79258	-0.21657
171389	0.58772
203430	-0.59152
85416	1.0886
127670	0.070988
149373	0.73875
148870	0.48174
161502	-0.74909
439936	0.1211
83655	0.0071488
158506	0.45655
137868	0.34831
7484	0.23056
151477	0.54026
142937	0.15769
160140	0.44872
120065	-0.083058
143241	-0.53962
246778	1.1665
245938	0.57238
280664	0.6631
245908 /// 504180	0.17206
139378	-0.2721
254958	0.65765
138474	0.63774
117532	0.39397
140771	0.57921
114026	0.045675
282706	0.22456
222611	0.29551
170572	-0.11531
146722	-1.8793
84694	0.20522
64090	0.896
164237	0.48472
89777	0.78119
114771	0.17237
85481	0.51535
89883	0.7755
116255	-0.7079
27201	0.70483
132243	0.71407
134860	0.12813
114814	0.88161
149428	-0.25056
140456	0.29477
121214	0.50135
120066	0.61946
135644	0.58421
286828	0.5505
128488	-0.26728
155051	0.71516
147323	0.58832
143501	0.041886
84322	0.52144
255061 /// 729220	0.6087
200765	1.1739
221074	-0.31436
652276	0.8942
126549	0.55282
202020	0.45666
152405	0.31737
202151	-0.065463
89766	0.56565
165140	0.47759
145978	0.57076
220388	-0.84087
137209	1.0363
147746	0.90366
286183	0.63118
84197	0.71503
27127	0.57531
92591	0.99267
139599	-0.084317
147664	0.52722
89792	0.5826
146512	0.87466
2837	0.42289
124590	0.60706
147741	0.086486
150147	0.40647
222950	-0.058338
117195	0.2237
84873	0.11646
146723	0.036664
574029	0.39905
284756	0.31431
27199	0.25548
168448	-0.13054
27233	0.09089
134187	0.36873
122042	0.50732
126868	0.50081
285696	0.62049
83650 /// 146861 /// 646000	0.28125
131669	0.47042
3742	0.45429
158696	0.11103
154386	0.73551
285848	0.084123
125965	0.88376
128025	0.26139
256957	0.47457
84931	0.82351
221301	0.4976
254158	0.35389
146779 /// 102724660	0.72811
259249	0.28997
117579	0.47761
80078	0.95713
246213	-0.023506
283171	0.18017
149465	-0.12781
285668	-0.23165
158263	0.70457
128178	0.72515
146183 /// 653786 /// 101060424	-0.20644
163720	-0.27808
147276	0.61031
283463	0.38051
100505621	0.63353
439941	0.31262
148345	0.58972
100996634	0.29266
123624	-2.2691
285759	-1.4853
283847	0.52471
283446	0.054551
126638	0.57902
100996279	0.42605
285051	-0.049072
221223	0.29515
286464	-0.062631
347442 /// 439944 /// 101928481	0.057212
100288805	0.48138
146861	0.24277
100288966	0.35019
283165	0.3599
284339	0.875
145858	0.41566
254187	0.47316
144360	0.10851
151278	0.83168
284099	0.56686
439916	0.71163
327657	0.58219
11217 /// 114299 /// 445815	0.015731
117196	0.49078
130749	0.48991
3228	0.59633
222894	0.75862
170949 /// 100287083	0.14169
246705	0.41382
140596 /// 503618	0.34104
338323	0.16909
126204	0.26659
126205	0.2313
338321	-0.033434
80834	0.40199
338322	0.035347
4512	0.20752
4009	0.46572
83550	0.55116
317701	0.27661
317705	0.38216
4536	-0.055619
83551	0.30452
259285	0.11253
5726	0.31092
259286	0.25598
259287	0.11103
317703	0.1578
259296	-0.21412
338376	0.70488
4541	0.30919
283932	0.6766
4537 /// 30011	-0.6036
118430	0.54871
571 /// 193629 /// 100379661	-0.67702
193629	-0.15846
117608	-0.27569
100128202 /// 101929344	0.39961
161835	-0.31523
84843	0.38868
219621	-0.7665
285962	0.10531
200132	-1.6147
114960	0.46518
158055	0.66054
161176	0.14817
139324	-0.24326
255928	0.71479
6975	0.24676
150197	0.76861
256933	0.89573
203100	-0.038304
84847	0.81233
148645	0.79524
283310	0.29039
85009	0.45173
128497	0.15241
115861	0.63178
84850	0.50595
114792	-0.39273
152048	-0.032039
155368	0.64532
196872	0.75512
219833	-0.89911
161003	-0.5087
132200	0.38165
159296	0.42546
169693	0.59034
84983	0.29514
146325	0.38587
140564	0.67707
246704	0.43316
152940	0.21947
139105	0.1698
137196	0.22247
