,logFC,AveExpr,t,P.Value,adj.P.Val,B
23268,-0.543919187,0.056841474,-3.451269122,0.000717576,0.001416187,-1.704838539
9668,-0.543956372,0.034775133,-3.647303631,0.000360434,0.000750542,-1.059091845
391267,-0.544159992,0.001007047,-4.477943422,1.45E-05,3.78E-05,1.999283278
57610,-0.544164044,0.015662124,-8.495907472,1.45E-14,1.14E-13,22.2861613
29105,-0.544206974,0.011719738,-4.754635492,4.48E-06,1.27E-05,3.126365211
100652999,-0.544296256,0.043206429,-8.806262028,2.30E-15,1.98E-14,24.1050032
2876,-0.544442751,0.103379392,-3.734518572,0.000262974,0.000561,-0.76213367
25938,-0.544504467,0.080647455,-2.942454346,0.00375187,0.006531443,-3.2356169
143098,-0.544573234,0.064877103,-3.949373209,0.000118212,0.000267877,-0.005755317
22926,-0.544720857,0.076252857,-4.700154951,5.66E-06,1.58E-05,2.900406791
5336,-0.544908942,0.053890523,-6.287558222,3.07E-09,1.32E-08,10.20981116
9840,-0.544992923,0.068322874,-7.078553118,4.62E-11,2.46E-10,14.32884473
100507431,-0.545161598,0.031315247,-9.014233331,6.63E-16,6.05E-15,25.33603727
55032,-0.545531754,0.04713655,-4.828687775,3.25E-06,9.37E-06,3.43660646
51601,-0.546116963,0.013953664,-3.796208507,0.000209725,0.000455126,-0.548547145
84572,-0.547449499,0.047881232,-5.706028736,5.64E-08,2.06E-07,7.368483525
56925,-0.547457139,0.171157127,-2.349981039,0.020022828,0.030232327,-4.739982144
25915,-0.54786019,0.020341943,-5.145192608,7.91E-07,2.48E-06,4.801904685
6374,-0.548757747,0.179480955,-2.214952017,0.028208494,0.041340589,-5.039143592
149628,-0.548899847,0.06777454,-4.29415543,3.07E-05,7.61E-05,1.279518463
55421,-0.549258381,0.04143848,-6.251347537,3.70E-09,1.57E-08,10.02795603
10475,-0.549562553,0.093286571,-4.809319317,3.53E-06,1.01E-05,3.355118811
27013,-0.549698105,0.040267165,-5.804897811,3.48E-08,1.31E-07,7.839228737
54863,-0.550415565,0.090853782,-5.56901856,1.09E-07,3.86E-07,6.724931426
10671,-0.55064282,0.040312602,-4.473307472,1.47E-05,3.85E-05,1.980839697
51086,-0.550950737,0.025263303,-5.057447936,1.18E-06,3.61E-06,4.41713909
10332,-0.551786601,0.029296939,-5.159961399,7.39E-07,2.33E-06,4.867129373
309,-0.552336244,0.070356341,-5.973343889,1.51E-08,5.97E-08,8.653151876
10614,-0.552631464,0.030719135,-5.37326,2.76E-07,9.17E-07,5.823704171
10929,-0.553048179,0.038240141,-6.009653668,1.26E-08,5.03E-08,8.83052047
54386,-0.55314617,0.035164071,-5.649712073,7.40E-08,2.67E-07,7.102707587
123036,-0.553229132,0.097112136,-2.67725747,0.008214658,0.013387598,-3.947017641
23035,-0.553282683,-0.001051609,-6.919981372,1.09E-10,5.59E-10,13.48186828
2713,-0.553381908,0.058465284,-4.000511204,9.73E-05,0.000223462,0.179386064
7323,-0.553756657,0.041168175,-8.209471206,7.75E-14,5.68E-13,20.62885641
6415,-0.55419686,0.084903189,-3.789877613,0.000214679,0.000464815,-0.57060044
158866,-0.554391054,0.011323719,-6.865015839,1.47E-10,7.40E-10,13.19064343
25840,-0.554394245,0.057355239,-6.132337923,6.79E-09,2.79E-08,9.434736317
1128,-0.554424913,0.031176929,-5.703005664,5.72E-08,2.09E-07,7.354172797
51719,-0.554900179,0.064925898,-3.569897695,0.000474628,0.000968964,-1.317691114
373156,-0.555050639,0.076700251,-4.699705151,5.67E-06,1.58E-05,2.898549374
79411,-0.555551806,0.040399762,-4.324233266,2.72E-05,6.81E-05,1.395695761
219539,-0.555815227,0.009218069,-5.194023819,6.33E-07,2.01E-06,5.018066041
10458,-0.555848452,0.032918269,-5.468977593,1.76E-07,6.01E-07,6.261635712
5655,-0.556031562,0.042568572,-2.538427158,0.012112279,0.019095299,-4.295010943
79602,-0.556197474,-0.009492888,-4.27537717,3.31E-05,8.17E-05,1.207310591
5305,-0.556455797,0.081726368,-4.741105901,4.75E-06,1.34E-05,3.070069229
10106,-0.556460711,0.048603537,-7.955689904,3.36E-13,2.27E-12,19.17938544
11041,-0.556598474,0.024001572,-6.862899349,1.49E-10,7.48E-10,13.17945437
50515,-0.55662484,0.142329001,-3.045817632,0.002723949,0.004852804,-2.94204822
54947,-0.557054264,0.035408423,-5.14705685,7.84E-07,2.46E-06,4.810130588
166752,-0.557144138,0.032310067,-5.521819178,1.37E-07,4.74E-07,6.505644374
57698,-0.557983549,0.027233775,-3.516724635,0.000571964,0.001149761,-1.492603077
64376,-0.558097921,0.02583303,-5.455240769,1.88E-07,6.38E-07,6.198462781
3779,-0.558291904,0.059142954,-5.679877582,6.40E-08,2.33E-07,7.244852713
5796,-0.558351275,0.052730809,-3.791346552,0.00021352,0.000462672,-0.565486204
79747,-0.558742479,0.012034739,-3.746433368,0.000251783,0.000538859,-0.72110895
51061,-0.559828792,0.11546497,-3.855157945,0.000168525,0.000371876,-0.34173626
374650 /// 440295 /// 643707 /// 102724093,-0.559986371,0.000702786,-2.505841193,0.013238842,0.020729452,-4.374222914
51076,-0.560049838,0.053248926,-4.566233997,1.00E-05,2.69E-05,2.353338256
9895,-0.56009545,0.027075096,-8.158588162,1.04E-13,7.51E-13,20.33676147
84064,-0.56024024,0.04047821,-4.714828608,5.32E-06,1.49E-05,2.961073805
23484,-0.560500565,0.078559462,-4.980875384,1.66E-06,5.00E-06,4.085252919
5973,-0.560564284,0.052262586,-3.199814835,0.001665224,0.003084182,-2.488049728
26985,-0.56059198,0.032764054,-5.705777339,5.64E-08,2.07E-07,7.367293264
55325,-0.56082698,0.046749368,-5.811146278,3.37E-08,1.27E-07,7.869155211
953,-0.561028418,0.169650393,-2.722540436,0.007213746,0.011906273,-3.829853129
4329,-0.561099425,0.03750401,-3.989074378,0.000101616,0.000232316,0.137811283
344 /// 346 /// 100533990,-0.561347966,0.055621965,-3.895275132,0.000145016,0.000323756,-0.199489788
2512,-0.561678997,0.065249322,-6.741247141,2.86E-10,1.39E-09,12.53946266
8514,-0.561839878,0.03651598,-6.638259454,4.93E-10,2.34E-09,12.00257614
54545,-0.56195278,0.032395372,-5.361039746,2.92E-07,9.67E-07,5.76817493
90362,-0.562007532,0.000310306,-4.039563872,8.37E-05,0.000194489,0.322077871
114327,-0.562182852,0.001080112,-3.296758096,0.001210441,0.002297296,-2.192190834
54899,-0.562342384,0.016651296,-5.052687084,1.20E-06,3.69E-06,4.396397976
54843,-0.562427473,0.114563497,-3.043480361,0.00274399,0.004885722,-2.948786076
9344,-0.56244406,0.028390114,-7.106098517,3.98E-11,2.13E-10,14.47698196
146177 /// 730094 /// 101930115,-0.562575877,0.020603167,-5.657966069,7.11E-08,2.57E-07,7.141552314
79630,-0.562631071,0.112371254,-3.1870515,0.001735733,0.003203112,-2.526426049
23359,-0.563352565,0.004482452,-5.987468935,1.41E-08,5.58E-08,8.722071014
54414,-0.563383578,0.085648039,-7.766744005,9.91E-13,6.34E-12,18.11270511
10520,-0.563495946,0.036842236,-4.516821437,1.23E-05,3.25E-05,2.154534104
9256,-0.563502501,-0.00135625,-4.968626986,1.75E-06,5.26E-06,4.032505063
6868,-0.563693742,0.044632254,-4.831398235,3.21E-06,9.27E-06,3.448029327
9858,-0.564067136,0.034026734,-4.579683937,9.45E-06,2.55E-05,2.407738426
388677,-0.564285019,0.073447855,-3.4084541,0.000830919,0.001621015,-1.841812135
757,-0.564801924,0.029138988,-6.34088288,2.34E-09,1.02E-08,10.47874981
2947,-0.564859007,-0.010145126,-2.65914293,0.008649022,0.014033814,-3.993385139
54511,-0.564999036,-0.012517304,-9.129047223,3.32E-16,3.15E-15,26.01951917
1595 /// 401387,-0.565066695,-0.021417889,-3.29618053,0.001212768,0.002301115,-2.193976279
400713,-0.565103041,0.035297947,-3.208467696,0.001618947,0.003006361,-2.461956152
840,-0.565569663,0.09097861,-4.104928342,6.49E-05,0.000153605,0.563416536
55329,-0.565910947,-0.004514032,-2.347825792,0.020134973,0.030389976,-4.744886921
2803,-0.565964209,0.040361901,-4.904043823,2.33E-06,6.87E-06,3.755942634
401320 /// 101928623,-0.566022767,0.057046837,-6.208905692,4.60E-09,1.93E-08,9.815608847
23232,-0.566537327,0.040206503,-7.133350033,3.42E-11,1.84E-10,14.62382712
114132,-0.566680365,0.033862779,-6.912383715,1.14E-10,5.80E-10,13.44154
285957,-0.566813094,0.071164859,-3.846920854,0.00017378,0.000382894,-0.37079273
7730 /// 100529215,-0.566842941,-0.018557417,-3.478414309,0.000653408,0.001300457,-1.617236035
7189,-0.566940273,0.031116425,-7.428939255,6.67E-12,3.87E-11,16.23445919
79919,-0.567260053,0.045672401,-4.057317928,7.82E-05,0.000182387,0.387319674
64147,-0.568551557,0.031593523,-5.060462038,1.16E-06,3.57E-06,4.430277566
80736,-0.568741897,0.077209607,-2.155867944,0.032622503,0.047202417,-5.164821065
775,-0.56877165,0.017524132,-9.881521607,3.40E-18,4.04E-17,30.55782084
494115,-0.569073563,0.006708649,-3.760881014,0.000238817,0.000513362,-0.671216909
412,-0.569266669,0.138686121,-3.597523489,0.000430438,0.00088569,-1.225936998
1200,-0.569468887,0.081546126,-4.809364659,3.53E-06,1.01E-05,3.355309294
7535,-0.569594425,0.09079896,-3.194293265,0.001695394,0.003135283,-2.50466829
9873,-0.569704217,0.043830706,-6.581675267,6.65E-10,3.09E-09,11.70956073
55812,-0.569993329,0.043415184,-3.586734567,0.000447213,0.000917275,-1.261841813
1287,-0.570058762,0.005566258,-3.127728317,0.002101315,0.003818176,-2.703026182
5286,-0.570313025,0.045363536,-6.273921729,3.30E-09,1.41E-08,10.14125323
171546,-0.570627703,0.101408737,-2.809626607,0.005593489,0.009418189,-3.599516524
1911,-0.570744368,-0.031757475,-4.254217927,3.60E-05,8.83E-05,1.12624688
90634,-0.570861507,-0.018407737,-9.842763831,4.32E-18,5.09E-17,30.32186158
476,-0.57111591,0.033448372,-4.150846873,5.43E-05,0.000129826,0.734820285
283588,-0.571286475,0.030153321,-6.429656839,1.47E-09,6.59E-09,10.92943007
406893 /// 100500854,-0.572257408,0.020907909,-5.242732298,5.06E-07,1.64E-06,5.2351156
5297,-0.572338614,0.02337385,-3.914039071,0.000135124,0.000303622,-0.132541289
3801,-0.572728502,0.047204416,-6.834734024,1.73E-10,8.62E-10,13.03073145
6050,-0.573002981,0.043475416,-10.14115067,6.88E-19,8.75E-18,32.14368525
149478,-0.573273155,0.029667497,-6.171402565,5.57E-09,2.32E-08,9.62869795
83992,-0.573348168,0.023809266,-4.071015699,7.41E-05,0.000173494,0.437813751
7695,-0.573586564,0.028095052,-4.033144041,8.58E-05,0.000199005,0.298543636
23262,-0.573726577,0.045161239,-4.382921691,2.14E-05,5.43E-05,1.624213255
54434,-0.574101423,0.065182435,-5.253032261,4.82E-07,1.56E-06,5.281195051
23596,-0.574653703,0.110512751,-2.426902482,0.016364381,0.025155363,-4.562190313
375341 /// 100422952,-0.574931828,0.025080672,-5.930213811,1.87E-08,7.31E-08,8.443344292
900,-0.575179006,0.036714251,-4.669528707,6.45E-06,1.78E-05,2.774243643
10766,-0.575502525,0.030476314,-6.002753453,1.30E-08,5.19E-08,8.796762131
25793,-0.575541303,0.026609491,-7.574019023,2.95E-12,1.79E-11,17.03642185
287,-0.575586547,0.062308542,-5.436959434,2.04E-07,6.91E-07,6.114557999
4033,-0.575827774,0.131047035,-2.446646077,0.015526673,0.023975445,-4.515699357
23466,-0.575946715,0.015052925,-4.593700821,8.91E-06,2.41E-05,2.464561491
56181,-0.576739476,0.019243334,-5.659268959,7.07E-08,2.56E-07,7.14768735
2935,-0.577241045,0.033431616,-6.040083906,1.08E-08,4.35E-08,8.979684
3732,-0.577381963,0.057676659,-4.6269877,7.74E-06,2.11E-05,2.600032252
114548,-0.577866566,0.056186552,-4.319415721,2.77E-05,6.93E-05,1.377044829
387751,-0.577891596,0.083553693,-4.134352086,5.79E-05,0.000137959,0.673072763
9373,-0.578024633,-0.01271876,-6.369222971,2.02E-09,8.89E-09,10.62222573
56940,-0.57871766,0.062847263,-4.255811254,3.58E-05,8.78E-05,1.132340035
3385,-0.578723165,0.190329477,-2.631294947,0.00935729,0.015094607,-4.06410615
2241,-0.578866685,-0.011688995,-6.033114528,1.12E-08,4.50E-08,8.945480034
100507098,-0.579064627,-0.01072631,-10.57898776,4.56E-20,6.57E-19,34.83616331
81537,-0.57967808,0.072483746,-2.483969382,0.014046551,0.021876743,-4.426860629
55520,-0.580092084,0.023883665,-6.91735449,1.11E-10,5.67E-10,13.46792216
23446,-0.58036001,0.112287051,-5.553069816,1.18E-07,4.13E-07,6.650694148
6450,-0.580873936,0.003765567,-4.165851485,5.11E-05,0.000122899,0.791160372
148423,-0.58097797,0.02043929,-6.275429452,3.27E-09,1.40E-08,10.14882899
7786,-0.580989977,0.044691932,-6.003099006,1.30E-08,5.19E-08,8.798452122
51696,-0.581275051,0.008150247,-6.284646624,3.12E-09,1.34E-08,10.19516556
23122,-0.581364873,0.007715559,-5.747658925,4.60E-08,1.70E-07,7.566057117
100507557,-0.581731476,0.020616895,-4.417706936,1.85E-05,4.77E-05,1.760792626
59307,-0.581872238,0.051045383,-3.995437722,9.92E-05,0.000227417,0.160931146
23191,-0.581927031,0.024712219,-6.601944916,5.98E-10,2.80E-09,11.814363
8504,-0.582036436,0.024574313,-6.008789781,1.26E-08,5.05E-08,8.826292697
378805,-0.582091975,0.074744429,-5.093500171,1.00E-06,3.10E-06,4.574658355
8405,-0.58257498,0.028986948,-6.607199729,5.81E-10,2.73E-09,11.84156211
147991,-0.58261602,0.062147019,-3.47955312,0.000650838,0.001295812,-1.613548036
23384,-0.58316446,0.005273641,-4.424612146,1.80E-05,4.64E-05,1.78800487
257364,-0.583235053,0.046741584,-8.124753354,1.27E-13,9.06E-13,20.14293461
84332,-0.583805743,0.020910747,-3.623489154,0.000392464,0.000812366,-1.139151043
57584,-0.584062414,0.018402597,-4.848874641,2.97E-06,8.63E-06,3.521794992
57502,-0.584253024,-0.018793627,-3.641797909,0.000367612,0.000764043,-1.07764022
201229,-0.58425675,0.02626207,-6.332280933,2.44E-09,1.06E-08,10.43527573
166793,-0.584455725,0.034415901,-6.830355396,1.77E-10,8.82E-10,13.00764027
284996,-0.584683239,0.077219395,-5.165287115,7.21E-07,2.28E-06,4.890682275
515,-0.584858617,0.021236073,-6.615429287,5.57E-10,2.62E-09,11.88418303
79616,-0.584912545,0.074893124,-4.610755727,8.29E-06,2.25E-05,2.533878609
126364,-0.58547473,0.043859703,-4.542645499,1.10E-05,2.94E-05,2.258226692
5151,-0.586098247,0.00660369,-4.385084697,2.12E-05,5.39E-05,1.632681453
5538,-0.586141696,0.061083177,-5.473991532,1.72E-07,5.87E-07,6.284720652
57189,-0.586202591,0.060833564,-4.714211634,5.33E-06,1.49E-05,2.958520118
23127,-0.586230307,-0.001847403,-4.296235129,3.04E-05,7.55E-05,1.287530862
7127,-0.586263702,0.07265854,-4.135105718,5.77E-05,0.000137582,0.675889655
257218,-0.587733475,0.001632742,-3.445304351,0.000732447,0.001443453,-1.724009067
4682,-0.587847646,0.0586406,-6.319977631,2.60E-09,1.13E-08,10.37315565
11345,-0.587989763,0.024715894,-5.454982085,1.88E-07,6.38E-07,6.197274176
101926913,-0.588037297,0.028075287,-5.92119668,1.96E-08,7.61E-08,8.39960138
51780,-0.588765157,0.038884087,-3.733147536,0.000264292,0.000563481,-0.766847383
549,-0.589135488,0.056954453,-4.2775629,3.28E-05,8.10E-05,1.215702511
4285,-0.58945501,0.049179145,-4.673211879,6.35E-06,1.76E-05,2.789383393
91120,-0.589535055,0.030387792,-4.684913302,6.04E-06,1.68E-05,2.837542014
6301,-0.589605222,0.014952086,-5.158219076,7.45E-07,2.35E-06,4.85942771
6311,-0.589629402,0.000879818,-5.146869238,7.85E-07,2.46E-06,4.809302661
7320,-0.590061837,0.048049279,-7.796276736,8.38E-13,5.41E-12,18.27869624
23082,-0.59019372,0.022023446,-3.894852663,0.000145247,0.000324204,-0.200994082
119504,-0.590726131,0.060610855,-7.432466755,6.54E-12,3.80E-11,16.25387148
10393,-0.59081032,0.0446182,-5.467008338,1.77E-07,6.05E-07,6.25257288
23774,-0.590912597,0.036415321,-5.507429418,1.46E-07,5.06E-07,6.439039395
56204,-0.591024897,0.068996883,-3.623075914,0.000393042,0.000813257,-1.14053636
50640,-0.591299204,0.037853189,-4.912650027,2.24E-06,6.64E-06,3.792644061
90196,-0.591400859,0.026927721,-8.003698841,2.55E-13,1.75E-12,19.45215132
3561,-0.591404425,0.158010741,-2.2885023,0.023446864,0.03490158,-4.878242739
91662,-0.591750451,0.052339106,-5.711376468,5.49E-08,2.01E-07,7.393810961
729420,-0.591860217,0.030118706,-6.947389605,9.43E-11,4.85E-10,13.62754536
64848,-0.591965782,0.032763257,-5.952082326,1.68E-08,6.59E-08,8.549604786
101929855 /// 102724851,-0.592107037,-0.006939351,-4.105436061,6.48E-05,0.000153384,0.565303358
4599,-0.593039371,0.137020553,-2.287336622,0.023516464,0.034998756,-4.880831179
6102,-0.593251858,0.04761956,-8.154225485,1.07E-13,7.70E-13,20.31175118
22921,-0.593357591,0.034179028,-5.790439532,3.73E-08,1.40E-07,7.770061678
100506686,-0.5934185,0.013771904,-4.515252596,1.24E-05,3.27E-05,2.148249287
26086,-0.593673829,0.020937073,-6.966495622,8.50E-11,4.40E-10,13.72927474
37,-0.593797142,0.07048146,-5.37919468,2.68E-07,8.94E-07,5.850702901
11163 /// 440672,-0.594649959,0.029209467,-2.980822471,0.003334639,0.005855893,-3.127699776
8724,-0.59523778,0.044892691,-6.49497284,1.05E-09,4.76E-09,11.2633402
79645,-0.595644792,0.014295651,-5.170663415,7.04E-07,2.23E-06,4.914476311
100128927,-0.595993226,0.093355779,-3.60777013,0.000415056,0.000856053,-1.19175234
10608 /// 100616358,-0.596119719,0.024622649,-4.970294613,1.74E-06,5.22E-06,4.039681171
6567,-0.596171608,0.033891976,-3.4089652,0.000829472,0.001618336,-1.840185704
23560 /// 91734,-0.596439354,0.0266648,-4.731125704,4.96E-06,1.40E-05,3.028618999
6416,-0.596473756,0.054843781,-5.400345071,2.43E-07,8.13E-07,5.947088917
4784,-0.596950843,0.017120498,-6.909073285,1.16E-10,5.91E-10,13.42397562
9462,-0.597151414,0.056266582,-6.14639709,6.32E-09,2.61E-08,9.504455714
57545,-0.597173102,0.035489023,-7.603798708,2.50E-12,1.53E-11,17.20192613
100131998 /// 101060405,-0.598075389,0.001075684,-4.777992959,4.05E-06,1.15E-05,3.223836099
1349,-0.598397192,0.025353206,-6.142105437,6.46E-09,2.67E-08,9.483163084
79180,-0.598792,0.060469891,-4.388344143,2.09E-05,5.33E-05,1.645448385
80315,-0.59910506,0.034400002,-4.293453158,3.07E-05,7.63E-05,1.276813531
25780,-0.59922469,0.084291745,-6.222499524,4.29E-09,1.81E-08,9.883527533
100507524,-0.599234364,0.038588638,-4.234237317,3.90E-05,9.53E-05,1.049991153
2004,-0.599307033,0.092779694,-4.57738534,9.54E-06,2.57E-05,2.398432779
51312,-0.599354531,0.081199336,-3.659378123,0.000345154,0.000720918,-1.018331124
5923,-0.599369755,0.055820693,-8.096432688,1.49E-13,1.06E-12,19.98094638
6397,-0.59942504,0.027938316,-5.387809581,2.58E-07,8.60E-07,5.889931202
151306,-0.599494626,0.023572394,-6.584618628,6.55E-10,3.05E-09,11.72476782
399668,-0.599889513,0.058112991,-3.475810949,0.00065932,0.00131115,-1.625663041
54988,-0.600042689,0.033046578,-6.799581116,2.09E-10,1.03E-09,12.8455741
147179,-0.600066548,0.028755876,-6.764121362,2.53E-10,1.23E-09,12.6593253
22906,-0.600233663,0.091356206,-5.228197308,5.41E-07,1.74E-06,5.170197463
22894,-0.600331947,0.045335072,-6.270845949,3.35E-09,1.43E-08,10.12580191
645212,-0.601676728,-0.005327194,-4.393459485,2.05E-05,5.23E-05,1.665499595
80332,-0.602129583,0.018277636,-7.001677735,7.03E-11,3.67E-10,13.91698329
64061,-0.602152167,-0.013482437,-4.591130296,9.00E-06,2.43E-05,2.454130932
56160,-0.603015714,0.033430215,-6.018219593,1.21E-08,4.83E-08,8.872461687
5159,-0.603435008,0.07927738,-3.731722213,0.000265668,0.000566195,-0.771746201
57050,-0.603643241,0.03223733,-5.819087614,3.24E-08,1.22E-07,7.907219416
345462,-0.604498669,0.035457711,-4.52682331,1.18E-05,3.13E-05,2.19464128
23339,-0.605504696,0.040190348,-6.776247025,2.37E-10,1.16E-09,12.72295453
84498,-0.605539617,0.020125405,-7.1375859,3.35E-11,1.80E-10,14.64667776
6258,-0.605645898,0.028088852,-6.986137433,7.64E-11,3.98E-10,13.83400956
29965,-0.605742805,0.037348098,-6.846293218,1.63E-10,8.14E-10,13.09172837
753,-0.60575848,0.040062078,-5.674198494,6.58E-08,2.39E-07,7.218053814
1060,-0.605906979,0.05545391,-4.805979457,3.58E-06,1.03E-05,3.34109177
752,-0.605935775,0.069487486,-5.831500983,3.05E-08,1.16E-07,7.966785749
119392,-0.60595883,0.055477178,-4.588051628,9.12E-06,2.46E-05,2.441644302
5533,-0.606131912,0.054159333,-8.449307145,1.90E-14,1.48E-13,22.01507839
112398 /// 100529264,-0.60640185,0.041227457,-5.217383697,5.68E-07,1.82E-06,5.121982271
4924,-0.606648419,0.057729988,-3.185640428,0.001743696,0.00321645,-2.530660547
3738,-0.607026777,0.060198492,-4.738962134,4.79E-06,1.35E-05,3.06116012
29945,-0.607224299,0.032615856,-5.636077204,7.91E-08,2.84E-07,7.038621544
83450,-0.607344298,0.022653944,-6.256897698,3.60E-09,1.53E-08,10.055789
117581,-0.607384091,0.042617013,-5.249236223,4.91E-07,1.59E-06,5.264205167
64375,-0.607437107,0.068207701,-6.707912319,3.41E-10,1.64E-09,12.36518468
140738,-0.607746226,0.064395528,-5.336268971,3.28E-07,1.08E-06,5.655883032
7798,-0.608234319,0.027233014,-6.389292577,1.82E-09,8.04E-09,10.72405799
246330,-0.608251128,0.036299399,-4.578119889,9.51E-06,2.56E-05,2.401406142
100507487 /// 101927184,-0.60851508,0.031671576,-4.841903603,3.06E-06,8.88E-06,3.492347556
103344931,-0.608680855,0.01484247,-7.184303818,2.59E-11,1.41E-10,14.89915445
115201,-0.608712342,0.087245501,-5.52867508,1.32E-07,4.60E-07,6.537418968
7507,-0.609485151,0.046080055,-4.698085383,5.71E-06,1.59E-05,2.891861769
221154,-0.609606145,0.054082239,-4.673868844,6.34E-06,1.76E-05,2.792084806
65258,-0.60964661,0.054604102,-6.532516401,8.61E-10,3.96E-09,11.45614744
3987 /// 96626 /// 100288695,-0.610603757,0.076756751,-5.536577955,1.27E-07,4.44E-07,6.574078761
